Time (EpSec),x (km),y (km),z (km),Angle (deg),Angle (deg)
132.9,19205.83226,-37538.35065,-40.101045,114.203,5.067
133,19206.10599,-37538.2106,-40.101633,114.203,5.068
133.1,19206.37972,-37538.07054,-40.102221,114.204,5.068
133.2,19206.65345,-37537.93048,-40.102808,114.204,5.068
133.3,19206.92718,-37537.79043,-40.103396,114.205,5.069
133.4,19207.20091,-37537.65037,-40.103983,114.206,5.069
133.5,19207.47464,-37537.5103,-40.104571,114.206,5.07
133.6,19207.74837,-37537.37024,-40.105158,114.207,5.07
133.7,19208.02209,-37537.23017,-40.105746,114.208,5.071
133.8,19208.29582,-37537.0901,-40.106334,114.208,5.071
133.9,19208.56954,-37536.95003,-40.106921,114.209,5.071
134,19208.84326,-37536.80996,-40.107509,114.209,5.072
134.1,19209.11699,-37536.66989,-40.108096,114.21,5.072
134.2,19209.39071,-37536.52981,-40.108684,114.211,5.073
134.3,19209.66443,-37536.38973,-40.109271,114.211,5.073
134.4,19209.93814,-37536.24965,-40.109859,114.212,5.074
134.5,19210.21186,-37536.10957,-40.110447,114.212,5.074
134.6,19210.48558,-37535.96948,-40.111034,114.213,5.074
134.7,19210.75929,-37535.8294,-40.111622,114.214,5.075
134.8,19211.03301,-37535.68931,-40.112209,114.214,5.075
134.9,19211.30672,-37535.54922,-40.112797,114.215,5.076
135,19211.58043,-37535.40913,-40.113384,114.215,5.076
135.1,19211.85415,-37535.26903,-40.113972,114.216,5.076
135.2,19212.12786,-37535.12894,-40.114559,114.217,5.077
135.3,19212.40157,-37534.98884,-40.115147,114.217,5.077
135.4,19212.67527,-37534.84874,-40.115734,114.218,5.078
135.5,19212.94898,-37534.70864,-40.116322,114.219,5.078
135.6,19213.22269,-37534.56853,-40.116909,114.219,5.079
135.7,19213.49639,-37534.42842,-40.117497,114.22,5.079
135.8,19213.7701,-37534.28832,-40.118085,114.22,5.079
135.9,19214.0438,-37534.14821,-40.118672,114.221,5.08
136,19214.3175,-37534.00809,-40.11926,114.222,5.08
136.1,19214.5912,-37533.86798,-40.119847,114.222,5.081
136.2,19214.8649,-37533.72786,-40.120435,114.223,5.081
136.3,19215.1386,-37533.58774,-40.121022,114.223,5.082
136.4,19215.4123,-37533.44762,-40.12161,114.224,5.082
136.5,19215.686,-37533.3075,-40.122197,114.225,5.082
136.6,19215.95969,-37533.16738,-40.122785,114.225,5.083
136.7,19216.23339,-37533.02725,-40.123372,114.226,5.083
136.8,19216.50708,-37532.88712,-40.12396,114.227,5.084
136.9,19216.78078,-37532.74699,-40.124547,114.227,5.084
137,19217.05447,-37532.60686,-40.125135,114.228,5.085
137.1,19217.32816,-37532.46673,-40.125722,114.228,5.085
137.2,19217.60185,-37532.32659,-40.12631,114.229,5.085
137.3,19217.87554,-37532.18645,-40.126897,114.23,5.086
137.4,19218.14923,-37532.04631,-40.127485,114.23,5.086
137.5,19218.42291,-37531.90617,-40.128072,114.231,5.087
137.6,19218.6966,-37531.76602,-40.12866,114.231,5.087
137.7,19218.97028,-37531.62588,-40.129247,114.232,5.088
137.8,19219.24397,-37531.48573,-40.129835,114.233,5.088
137.9,19219.51765,-37531.34558,-40.130422,114.233,5.088
138,19219.79133,-37531.20543,-40.13101,114.234,5.089
138.1,19220.06501,-37531.06527,-40.131597,114.235,5.089
138.2,19220.33869,-37530.92512,-40.132184,114.235,5.09
138.3,19220.61237,-37530.78496,-40.132772,114.236,5.09
138.4,19220.88605,-37530.6448,-40.133359,114.236,5.09
138.5,19221.15973,-37530.50464,-40.133947,114.237,5.091
138.6,19221.4334,-37530.36447,-40.134534,114.238,5.091
138.7,19221.70708,-37530.22431,-40.135122,114.238,5.092
138.8,19221.98075,-37530.08414,-40.135709,114.239,5.092
138.9,19222.25442,-37529.94397,-40.136297,114.239,5.093
139,19222.52809,-37529.8038,-40.136884,114.24,5.093
139.1,19222.80176,-37529.66362,-40.137472,114.241,5.093
139.2,19223.07543,-37529.52345,-40.138059,114.241,5.094
139.3,19223.3491,-37529.38327,-40.138647,114.242,5.094
139.4,19223.62277,-37529.24309,-40.139234,114.243,5.095
139.5,19223.89644,-37529.1029,-40.139821,114.243,5.095
139.6,19224.1701,-37528.96272,-40.140409,114.244,5.096
139.7,19224.44377,-37528.82253,-40.140996,114.244,5.096
139.8,19224.71743,-37528.68235,-40.141584,114.245,5.096
139.9,19224.99109,-37528.54216,-40.142171,114.246,5.097
140,19225.26475,-37528.40196,-40.142759,114.246,5.097
140.1,19225.53841,-37528.26177,-40.143346,114.247,5.098
140.2,19225.81207,-37528.12157,-40.143933,114.247,5.098
140.3,19226.08573,-37527.98138,-40.144521,114.248,5.098
140.4,19226.35939,-37527.84118,-40.145108,114.249,5.099
140.5,19226.63304,-37527.70097,-40.145696,114.249,5.099
140.6,19226.9067,-37527.56077,-40.146283,114.25,5.1
140.7,19227.18035,-37527.42056,-40.146871,114.251,5.1
140.8,19227.45401,-37527.28035,-40.147458,114.251,5.101
140.9,19227.72766,-37527.14014,-40.148045,114.252,5.101
141,19228.00131,-37526.99993,-40.148633,114.252,5.101
141.1,19228.27496,-37526.85972,-40.14922,114.253,5.102
141.2,19228.54861,-37526.7195,-40.149808,114.254,5.102
141.3,19228.82226,-37526.57928,-40.150395,114.254,5.103
141.4,19229.0959,-37526.43906,-40.150982,114.255,5.103
141.5,19229.36955,-37526.29884,-40.15157,114.255,5.104
141.6,19229.6432,-37526.15862,-40.152157,114.256,5.104
141.7,19229.91684,-37526.01839,-40.152745,114.257,5.104
141.8,19230.19048,-37525.87816,-40.153332,114.257,5.105
141.9,19230.46412,-37525.73793,-40.153919,114.258,5.105
142,19230.73776,-37525.5977,-40.154507,114.259,5.106
142.1,19231.0114,-37525.45747,-40.155094,114.259,5.106
142.2,19231.28504,-37525.31723,-40.155682,114.26,5.106
142.3,19231.55868,-37525.17699,-40.156269,114.26,5.107
142.4,19231.83232,-37525.03675,-40.156856,114.261,5.107
142.5,19232.10595,-37524.89651,-40.157444,114.262,5.108
142.6,19232.37959,-37524.75627,-40.158031,114.262,5.108
142.7,19232.65322,-37524.61602,-40.158619,114.263,5.109
142.8,19232.92686,-37524.47577,-40.159206,114.263,5.109
142.9,19233.20049,-37524.33552,-40.159793,114.264,5.109
143,19233.47412,-37524.19527,-40.160381,114.265,5.11
143.1,19233.74775,-37524.05502,-40.160968,114.265,5.11
143.2,19234.02138,-37523.91476,-40.161555,114.266,5.111
143.3,19234.295,-37523.7745,-40.162143,114.267,5.111
143.4,19234.56863,-37523.63424,-40.16273,114.267,5.111
143.5,19234.84226,-37523.49398,-40.163317,114.268,5.112
143.6,19235.11588,-37523.35372,-40.163905,114.268,5.112
143.7,19235.3895,-37523.21345,-40.164492,114.269,5.113
143.8,19235.66313,-37523.07318,-40.16508,114.27,5.113
143.9,19235.93675,-37522.93291,-40.165667,114.27,5.114
144,19236.21037,-37522.79264,-40.166254,114.271,5.114
144.1,19236.48399,-37522.65237,-40.166842,114.272,5.114
144.2,19236.75761,-37522.51209,-40.167429,114.272,5.115
144.3,19237.03122,-37522.37181,-40.168016,114.273,5.115
144.4,19237.30484,-37522.23153,-40.168604,114.273,5.116
144.5,19237.57845,-37522.09125,-40.169191,114.274,5.116
144.6,19237.85207,-37521.95097,-40.169778,114.275,5.117
144.7,19238.12568,-37521.81068,-40.170366,114.275,5.117
144.8,19238.39929,-37521.67039,-40.170953,114.276,5.117
144.9,19238.67291,-37521.5301,-40.17154,114.276,5.118
145,19238.94652,-37521.38981,-40.172128,114.277,5.118
145.1,19239.22013,-37521.24952,-40.172715,114.278,5.119
145.2,19239.49373,-37521.10922,-40.173302,114.278,5.119
145.3,19239.76734,-37520.96892,-40.17389,114.279,5.119
145.4,19240.04095,-37520.82862,-40.174477,114.28,5.12
145.5,19240.31455,-37520.68832,-40.175064,114.28,5.12
145.6,19240.58816,-37520.54802,-40.175652,114.281,5.121
145.7,19240.86176,-37520.40771,-40.176239,114.281,5.121
145.8,19241.13536,-37520.2674,-40.176826,114.282,5.122
145.9,19241.40896,-37520.12709,-40.177413,114.283,5.122
146,19241.68256,-37519.98678,-40.178001,114.283,5.122
146.1,19241.95616,-37519.84647,-40.178588,114.284,5.123
146.2,19242.22976,-37519.70615,-40.179175,114.285,5.123
146.3,19242.50336,-37519.56583,-40.179763,114.285,5.124
146.4,19242.77695,-37519.42551,-40.18035,114.286,5.124
146.5,19243.05055,-37519.28519,-40.180937,114.286,5.124
146.6,19243.32414,-37519.14487,-40.181525,114.287,5.125
146.7,19243.59773,-37519.00454,-40.182112,114.288,5.125
146.8,19243.87132,-37518.86422,-40.182699,114.288,5.126
146.9,19244.14492,-37518.72389,-40.183286,114.289,5.126
147,19244.41851,-37518.58355,-40.183874,114.289,5.127
147.1,19244.69209,-37518.44322,-40.184461,114.29,5.127
147.2,19244.96568,-37518.30288,-40.185048,114.291,5.127
147.3,19245.23927,-37518.16255,-40.185636,114.291,5.128
147.4,19245.51285,-37518.02221,-40.186223,114.292,5.128
147.5,19245.78644,-37517.88186,-40.18681,114.293,5.129
147.6,19246.06002,-37517.74152,-40.187397,114.293,5.129
147.7,19246.3336,-37517.60117,-40.187985,114.294,5.129
147.8,19246.60719,-37517.46083,-40.188572,114.294,5.13
147.9,19246.88077,-37517.32048,-40.189159,114.295,5.13
148,19247.15435,-37517.18013,-40.189746,114.296,5.131
148.1,19247.42792,-37517.03977,-40.190334,114.296,5.131
148.2,19247.7015,-37516.89942,-40.190921,114.297,5.131
148.3,19247.97508,-37516.75906,-40.191508,114.298,5.132
148.4,19248.24865,-37516.6187,-40.192096,114.298,5.132
148.5,19248.52223,-37516.47834,-40.192683,114.299,5.133
148.6,19248.7958,-37516.33797,-40.19327,114.299,5.133
148.7,19249.06937,-37516.19761,-40.193857,114.3,5.134
148.8,19249.34295,-37516.05724,-40.194445,114.301,5.134
148.9,19249.61652,-37515.91687,-40.195032,114.301,5.134
149,19249.89009,-37515.7765,-40.195619,114.302,5.135
149.1,19250.16365,-37515.63612,-40.196206,114.302,5.135
149.2,19250.43722,-37515.49575,-40.196793,114.303,5.136
149.3,19250.71079,-37515.35537,-40.197381,114.304,5.136
149.4,19250.98435,-37515.21499,-40.197968,114.304,5.136
149.5,19251.25792,-37515.07461,-40.198555,114.305,5.137
149.6,19251.53148,-37514.93423,-40.199142,114.306,5.137
149.7,19251.80504,-37514.79384,-40.19973,114.306,5.138
149.8,19252.0786,-37514.65345,-40.200317,114.307,5.138
149.9,19252.35216,-37514.51306,-40.200904,114.307,5.139
150,19252.62572,-37514.37267,-40.201491,114.308,5.139
150.1,19252.89928,-37514.23228,-40.202079,114.309,5.139
150.2,19253.17284,-37514.09188,-40.202666,114.309,5.14
150.3,19253.44639,-37513.95148,-40.203253,114.31,5.14
150.4,19253.71995,-37513.81108,-40.20384,114.311,5.141
150.5,19253.9935,-37513.67068,-40.204427,114.311,5.141
150.6,19254.26705,-37513.53028,-40.205015,114.312,5.141
150.7,19254.54061,-37513.38987,-40.205602,114.312,5.142
150.8,19254.81416,-37513.24947,-40.206189,114.313,5.142
150.9,19255.08771,-37513.10906,-40.206776,114.314,5.143
151,19255.36126,-37512.96864,-40.207363,114.314,5.143
151.1,19255.6348,-37512.82823,-40.207951,114.315,5.144
151.2,19255.90835,-37512.68781,-40.208538,114.316,5.144
151.3,19256.1819,-37512.5474,-40.209125,114.316,5.144
151.4,19256.45544,-37512.40698,-40.209712,114.317,5.145
151.5,19256.72898,-37512.26656,-40.210299,114.317,5.145
151.6,19257.00253,-37512.12613,-40.210887,114.318,5.146
151.7,19257.27607,-37511.98571,-40.211474,114.319,5.146
151.8,19257.54961,-37511.84528,-40.212061,114.319,5.146
151.9,19257.82315,-37511.70485,-40.212648,114.32,5.147
152,19258.09669,-37511.56442,-40.213235,114.32,5.147
152.1,19258.37022,-37511.42398,-40.213822,114.321,5.148
152.2,19258.64376,-37511.28355,-40.21441,114.322,5.148
152.3,19258.9173,-37511.14311,-40.214997,114.322,5.148
152.4,19259.19083,-37511.00267,-40.215584,114.323,5.149
152.5,19259.46436,-37510.86223,-40.216171,114.324,5.149
152.6,19259.7379,-37510.72179,-40.216758,114.324,5.15
152.7,19260.01143,-37510.58134,-40.217345,114.325,5.15
152.8,19260.28496,-37510.44089,-40.217933,114.325,5.151
152.9,19260.55849,-37510.30044,-40.21852,114.326,5.151
153,19260.83202,-37510.15999,-40.219107,114.327,5.151
153.1,19261.10554,-37510.01954,-40.219694,114.327,5.152
153.2,19261.37907,-37509.87908,-40.220281,114.328,5.152
153.3,19261.6526,-37509.73862,-40.220868,114.329,5.153
153.4,19261.92612,-37509.59817,-40.221456,114.329,5.153
153.5,19262.19964,-37509.4577,-40.222043,114.33,5.153
153.6,19262.47316,-37509.31724,-40.22263,114.33,5.154
153.7,19262.74669,-37509.17678,-40.223217,114.331,5.154
153.8,19263.02021,-37509.03631,-40.223804,114.332,5.155
153.9,19263.29373,-37508.89584,-40.224391,114.332,5.155
154,19263.56724,-37508.75537,-40.224978,114.333,5.155
154.1,19263.84076,-37508.61489,-40.225566,114.334,5.156
154.2,19264.11428,-37508.47442,-40.226153,114.334,5.156
154.3,19264.38779,-37508.33394,-40.22674,114.335,5.157
154.4,19264.66131,-37508.19346,-40.227327,114.335,5.157
154.5,19264.93482,-37508.05298,-40.227914,114.336,5.157
154.6,19265.20833,-37507.9125,-40.228501,114.337,5.158
154.7,19265.48184,-37507.77201,-40.229088,114.337,5.158
154.8,19265.75535,-37507.63152,-40.229675,114.338,5.159
154.9,19266.02886,-37507.49103,-40.230263,114.339,5.159
155,19266.30237,-37507.35054,-40.23085,114.339,5.16
155.1,19266.57587,-37507.21005,-40.231437,114.34,5.16
155.2,19266.84938,-37507.06955,-40.232024,114.34,5.16
155.3,19267.12288,-37506.92906,-40.232611,114.341,5.161
155.4,19267.39639,-37506.78856,-40.233198,114.342,5.161
155.5,19267.66989,-37506.64806,-40.233785,114.342,5.162
155.6,19267.94339,-37506.50755,-40.234372,114.343,5.162
155.7,19268.21689,-37506.36705,-40.234959,114.344,5.162
155.8,19268.49039,-37506.22654,-40.235546,114.344,5.163
155.9,19268.76389,-37506.08603,-40.236134,114.345,5.163
156,19269.03739,-37505.94552,-40.236721,114.345,5.164
156.1,19269.31089,-37505.80501,-40.237308,114.346,5.164
156.2,19269.58438,-37505.66449,-40.237895,114.347,5.164
156.3,19269.85788,-37505.52397,-40.238482,114.347,5.165
156.4,19270.13137,-37505.38345,-40.239069,114.348,5.165
156.5,19270.40486,-37505.24293,-40.239656,114.349,5.166
156.6,19270.67835,-37505.10241,-40.240243,114.349,5.166
156.7,19270.95184,-37504.96188,-40.24083,114.35,5.166
156.8,19271.22533,-37504.82136,-40.241417,114.35,5.167
156.9,19271.49882,-37504.68083,-40.242004,114.351,5.167
157,19271.77231,-37504.5403,-40.242591,114.352,5.168
157.1,19272.0458,-37504.39976,-40.243179,114.352,5.168
157.2,19272.31928,-37504.25923,-40.243766,114.353,5.169
157.3,19272.59276,-37504.11869,-40.244353,114.353,5.169
157.4,19272.86625,-37503.97815,-40.24494,114.354,5.169
157.5,19273.13973,-37503.83761,-40.245527,114.355,5.17
157.6,19273.41321,-37503.69707,-40.246114,114.355,5.17
157.7,19273.68669,-37503.55652,-40.246701,114.356,5.171
157.8,19273.96017,-37503.41597,-40.247288,114.357,5.171
157.9,19274.23365,-37503.27542,-40.247875,114.357,5.171
158,19274.50713,-37503.13487,-40.248462,114.358,5.172
158.1,19274.7806,-37502.99432,-40.249049,114.358,5.172
158.2,19275.05408,-37502.85376,-40.249636,114.359,5.173
158.3,19275.32755,-37502.71321,-40.250223,114.36,5.173
158.4,19275.60102,-37502.57265,-40.25081,114.36,5.173
158.5,19275.8745,-37502.43209,-40.251397,114.361,5.174
158.6,19276.14797,-37502.29152,-40.251984,114.362,5.174
158.7,19276.42144,-37502.15096,-40.252571,114.362,5.175
158.8,19276.69491,-37502.01039,-40.253158,114.363,5.175
158.9,19276.96837,-37501.86982,-40.253745,114.363,5.175
159,19277.24184,-37501.72925,-40.254332,114.364,5.176
159.1,19277.51531,-37501.58868,-40.25492,114.365,5.176
159.2,19277.78877,-37501.4481,-40.255507,114.365,5.177
159.3,19278.06223,-37501.30753,-40.256094,114.366,5.177
159.4,19278.3357,-37501.16695,-40.256681,114.367,5.178
159.5,19278.60916,-37501.02637,-40.257268,114.367,5.178
159.6,19278.88262,-37500.88578,-40.257855,114.368,5.178
159.7,19279.15608,-37500.7452,-40.258442,114.368,5.179
159.8,19279.42954,-37500.60461,-40.259029,114.369,5.179
159.9,19279.703,-37500.46402,-40.259616,114.37,5.18
160,19279.97645,-37500.32343,-40.260203,114.37,5.18
160.1,19280.24991,-37500.18284,-40.26079,114.371,5.18
160.2,19280.52336,-37500.04224,-40.261377,114.372,5.181
160.3,19280.79682,-37499.90164,-40.261964,114.372,5.181
160.4,19281.07027,-37499.76104,-40.262551,114.373,5.182
160.5,19281.34372,-37499.62044,-40.263138,114.373,5.182
160.6,19281.61717,-37499.47984,-40.263725,114.374,5.182
160.7,19281.89062,-37499.33924,-40.264312,114.375,5.183
160.8,19282.16407,-37499.19863,-40.264899,114.375,5.183
160.9,19282.43752,-37499.05802,-40.265486,114.376,5.184
161,19282.71096,-37498.91741,-40.266073,114.377,5.184
161.1,19282.98441,-37498.7768,-40.26666,114.377,5.184
161.2,19283.25785,-37498.63618,-40.267247,114.378,5.185
161.3,19283.53129,-37498.49556,-40.267834,114.378,5.185
161.4,19283.80474,-37498.35494,-40.268421,114.379,5.186
161.5,19284.07818,-37498.21432,-40.269008,114.38,5.186
161.6,19284.35162,-37498.0737,-40.269594,114.38,5.186
161.7,19284.62506,-37497.93308,-40.270181,114.381,5.187
161.8,19284.8985,-37497.79245,-40.270768,114.382,5.187
161.9,19285.17193,-37497.65182,-40.271355,114.382,5.188
162,19285.44537,-37497.51119,-40.271942,114.383,5.188
162.1,19285.7188,-37497.37056,-40.272529,114.384,5.188
162.2,19285.99224,-37497.22992,-40.273116,114.384,5.189
162.3,19286.26567,-37497.08928,-40.273703,114.385,5.189
162.4,19286.5391,-37496.94864,-40.27429,114.385,5.19
162.5,19286.81253,-37496.808,-40.274877,114.386,5.19
162.6,19287.08596,-37496.66736,-40.275464,114.387,5.19
162.7,19287.35939,-37496.52672,-40.276051,114.387,5.191
162.8,19287.63282,-37496.38607,-40.276638,114.388,5.191
162.9,19287.90625,-37496.24542,-40.277225,114.389,5.192
163,19288.17967,-37496.10477,-40.277812,114.389,5.192
163.1,19288.4531,-37495.96412,-40.278399,114.39,5.192
163.2,19288.72652,-37495.82346,-40.278986,114.39,5.193
163.3,19288.99994,-37495.6828,-40.279573,114.391,5.193
163.4,19289.27337,-37495.54214,-40.28016,114.392,5.194
163.5,19289.54679,-37495.40148,-40.280747,114.392,5.194
163.6,19289.82021,-37495.26082,-40.281333,114.393,5.195
163.7,19290.09363,-37495.12016,-40.28192,114.394,5.195
163.8,19290.36704,-37494.97949,-40.282507,114.394,5.195
163.9,19290.64046,-37494.83882,-40.283094,114.395,5.196
164,19290.91388,-37494.69815,-40.283681,114.395,5.196
164.1,19291.18729,-37494.55748,-40.284268,114.396,5.197
164.2,19291.4607,-37494.4168,-40.284855,114.397,5.197
164.3,19291.73412,-37494.27612,-40.285442,114.397,5.197
164.4,19292.00753,-37494.13545,-40.286029,114.398,5.198
164.5,19292.28094,-37493.99476,-40.286616,114.399,5.198
164.6,19292.55435,-37493.85408,-40.287203,114.399,5.199
164.7,19292.82776,-37493.7134,-40.28779,114.4,5.199
164.8,19293.10116,-37493.57271,-40.288376,114.4,5.199
164.9,19293.37457,-37493.43202,-40.288963,114.401,5.2
165,19293.64797,-37493.29133,-40.28955,114.402,5.2
165.1,19293.92138,-37493.15064,-40.290137,114.402,5.201
165.2,19294.19478,-37493.00994,-40.290724,114.403,5.201
165.3,19294.46818,-37492.86925,-40.291311,114.404,5.201
165.4,19294.74159,-37492.72855,-40.291898,114.404,5.202
165.5,19295.01499,-37492.58785,-40.292485,114.405,5.202
165.6,19295.28838,-37492.44714,-40.293072,114.405,5.203
165.7,19295.56178,-37492.30644,-40.293659,114.406,5.203
165.8,19295.83518,-37492.16573,-40.294245,114.407,5.203
165.9,19296.10858,-37492.02502,-40.294832,114.407,5.204
166,19296.38197,-37491.88431,-40.295419,114.408,5.204
166.1,19296.65536,-37491.7436,-40.296006,114.409,5.205
166.2,19296.92876,-37491.60289,-40.296593,114.409,5.205
166.3,19297.20215,-37491.46217,-40.29718,114.41,5.205
166.4,19297.47554,-37491.32145,-40.297767,114.41,5.206
166.5,19297.74893,-37491.18073,-40.298354,114.411,5.206
166.6,19298.02232,-37491.04001,-40.29894,114.412,5.207
166.7,19298.29571,-37490.89928,-40.299527,114.412,5.207
166.8,19298.56909,-37490.75855,-40.300114,114.413,5.207
166.9,19298.84248,-37490.61783,-40.300701,114.414,5.208
167,19299.11587,-37490.4771,-40.301288,114.414,5.208
167.1,19299.38925,-37490.33636,-40.301875,114.415,5.209
167.2,19299.66263,-37490.19563,-40.302462,114.416,5.209
167.3,19299.93601,-37490.05489,-40.303048,114.416,5.209
167.4,19300.20939,-37489.91415,-40.303635,114.417,5.21
167.5,19300.48277,-37489.77341,-40.304222,114.417,5.21
167.6,19300.75615,-37489.63267,-40.304809,114.418,5.211
167.7,19301.02953,-37489.49192,-40.305396,114.419,5.211
167.8,19301.30291,-37489.35118,-40.305983,114.419,5.211
167.9,19301.57628,-37489.21043,-40.306569,114.42,5.212
168,19301.84966,-37489.06968,-40.307156,114.421,5.212
168.1,19302.12303,-37488.92893,-40.307743,114.421,5.213
168.2,19302.3964,-37488.78817,-40.30833,114.422,5.213
168.3,19302.66977,-37488.64741,-40.308917,114.422,5.213
168.4,19302.94314,-37488.50666,-40.309504,114.423,5.214
168.5,19303.21651,-37488.3659,-40.31009,114.424,5.214
168.6,19303.48988,-37488.22513,-40.310677,114.424,5.215
168.7,19303.76325,-37488.08437,-40.311264,114.425,5.215
168.8,19304.03662,-37487.9436,-40.311851,114.426,5.215
168.9,19304.30998,-37487.80283,-40.312438,114.426,5.216
169,19304.58335,-37487.66206,-40.313025,114.427,5.216
169.1,19304.85671,-37487.52129,-40.313611,114.427,5.217
169.2,19305.13007,-37487.38052,-40.314198,114.428,5.217
169.3,19305.40343,-37487.23974,-40.314785,114.429,5.217
169.4,19305.67679,-37487.09896,-40.315372,114.429,5.218
169.5,19305.95015,-37486.95818,-40.315959,114.43,5.218
169.6,19306.22351,-37486.8174,-40.316545,114.431,5.219
169.7,19306.49687,-37486.67661,-40.317132,114.431,5.219
169.8,19306.77022,-37486.53583,-40.317719,114.432,5.219
169.9,19307.04358,-37486.39504,-40.318306,114.432,5.22
170,19307.31693,-37486.25425,-40.318893,114.433,5.22
170.1,19307.59028,-37486.11345,-40.319479,114.434,5.221
170.2,19307.86364,-37485.97266,-40.320066,114.434,5.221
170.3,19308.13699,-37485.83186,-40.320653,114.435,5.221
170.4,19308.41034,-37485.69107,-40.32124,114.436,5.222
170.5,19308.68369,-37485.55027,-40.321827,114.436,5.222
170.6,19308.95703,-37485.40946,-40.322413,114.437,5.223
170.7,19309.23038,-37485.26866,-40.323,114.438,5.223
170.8,19309.50373,-37485.12785,-40.323587,114.438,5.223
170.9,19309.77707,-37484.98704,-40.324174,114.439,5.224
171,19310.05041,-37484.84623,-40.32476,114.439,5.224
171.1,19310.32376,-37484.70542,-40.325347,114.44,5.225
171.2,19310.5971,-37484.56461,-40.325934,114.441,5.225
171.3,19310.87044,-37484.42379,-40.326521,114.441,5.225
171.4,19311.14378,-37484.28297,-40.327107,114.442,5.226
171.5,19311.41712,-37484.14215,-40.327694,114.443,5.226
171.6,19311.69046,-37484.00133,-40.328281,114.443,5.227
171.7,19311.96379,-37483.8605,-40.328868,114.444,5.227
171.8,19312.23713,-37483.71968,-40.329454,114.444,5.227
171.9,19312.51046,-37483.57885,-40.330041,114.445,5.228
172,19312.7838,-37483.43802,-40.330628,114.446,5.228
172.1,19313.05713,-37483.29719,-40.331215,114.446,5.229
172.2,19313.33046,-37483.15635,-40.331801,114.447,5.229
172.3,19313.60379,-37483.01552,-40.332388,114.448,5.229
172.4,19313.87712,-37482.87468,-40.332975,114.448,5.23
172.5,19314.15045,-37482.73384,-40.333562,114.449,5.23
172.6,19314.42377,-37482.59299,-40.334148,114.45,5.231
172.7,19314.6971,-37482.45215,-40.334735,114.45,5.231
172.8,19314.97043,-37482.3113,-40.335322,114.451,5.231
172.9,19315.24375,-37482.17046,-40.335909,114.451,5.232
173,19315.51707,-37482.02961,-40.336495,114.452,5.232
173.1,19315.7904,-37481.88875,-40.337082,114.453,5.232
173.2,19316.06372,-37481.7479,-40.337669,114.453,5.233
173.3,19316.33704,-37481.60704,-40.338256,114.454,5.233
173.4,19316.61036,-37481.46618,-40.338842,114.455,5.234
173.5,19316.88367,-37481.32532,-40.339429,114.455,5.234
173.6,19317.15699,-37481.18446,-40.340016,114.456,5.234
173.7,19317.43031,-37481.0436,-40.340602,114.456,5.235
173.8,19317.70362,-37480.90273,-40.341189,114.457,5.235
173.9,19317.97694,-37480.76186,-40.341776,114.458,5.236
174,19318.25025,-37480.62099,-40.342363,114.458,5.236
174.1,19318.52356,-37480.48012,-40.342949,114.459,5.236
174.2,19318.79687,-37480.33925,-40.343536,114.46,5.237
174.3,19319.07018,-37480.19837,-40.344123,114.46,5.237
174.4,19319.34349,-37480.05749,-40.344709,114.461,5.238
174.5,19319.6168,-37479.91661,-40.345296,114.462,5.238
174.6,19319.8901,-37479.77573,-40.345883,114.462,5.238
174.7,19320.16341,-37479.63485,-40.346469,114.463,5.239
174.8,19320.43672,-37479.49396,-40.347056,114.463,5.239
174.9,19320.71002,-37479.35307,-40.347643,114.464,5.24
175,19320.98332,-37479.21218,-40.348229,114.465,5.24
175.1,19321.25662,-37479.07129,-40.348816,114.465,5.24
175.2,19321.52992,-37478.93039,-40.349403,114.466,5.241
175.3,19321.80322,-37478.7895,-40.34999,114.467,5.241
175.4,19322.07652,-37478.6486,-40.350576,114.467,5.242
175.5,19322.34982,-37478.5077,-40.351163,114.468,5.242
175.6,19322.62312,-37478.3668,-40.35175,114.468,5.242
175.7,19322.89641,-37478.22589,-40.352336,114.469,5.243
175.8,19323.16971,-37478.08499,-40.352923,114.47,5.243
175.9,19323.443,-37477.94408,-40.35351,114.47,5.244
176,19323.71629,-37477.80317,-40.354096,114.471,5.244
176.1,19323.98958,-37477.66226,-40.354683,114.472,5.244
176.2,19324.26287,-37477.52134,-40.35527,114.472,5.245
176.3,19324.53616,-37477.38043,-40.355856,114.473,5.245
176.4,19324.80945,-37477.23951,-40.356443,114.474,5.246
176.5,19325.08274,-37477.09859,-40.35703,114.474,5.246
176.6,19325.35602,-37476.95767,-40.357616,114.475,5.246
176.7,19325.62931,-37476.81674,-40.358203,114.475,5.247
176.8,19325.90259,-37476.67582,-40.358789,114.476,5.247
176.9,19326.17588,-37476.53489,-40.359376,114.477,5.247
177,19326.44916,-37476.39396,-40.359963,114.477,5.248
177.1,19326.72244,-37476.25303,-40.360549,114.478,5.248
177.2,19326.99572,-37476.11209,-40.361136,114.479,5.249
177.3,19327.269,-37475.97116,-40.361723,114.479,5.249
177.4,19327.54228,-37475.83022,-40.362309,114.48,5.249
177.5,19327.81555,-37475.68928,-40.362896,114.48,5.25
177.6,19328.08883,-37475.54834,-40.363483,114.481,5.25
177.7,19328.3621,-37475.40739,-40.364069,114.482,5.251
177.8,19328.63538,-37475.26645,-40.364656,114.482,5.251
177.9,19328.90865,-37475.1255,-40.365242,114.483,5.251
178,19329.18192,-37474.98455,-40.365829,114.484,5.252
178.1,19329.45519,-37474.8436,-40.366416,114.484,5.252
