Time (EpSec),x (km),y (km),z (km),Angle (deg),Angle (deg)
448.9,20065.6544,-37085.86151,-41.947005,116.337,6.024
449,20065.92483,-37085.71519,-41.947585,116.337,6.024
449.1,20066.19526,-37085.56887,-41.948166,116.338,6.024
449.2,20066.46569,-37085.42254,-41.948747,116.339,6.024
449.3,20066.73612,-37085.27621,-41.949327,116.34,6.024
449.4,20067.00655,-37085.12988,-41.949908,116.34,6.024
449.5,20067.27698,-37084.98355,-41.950489,116.341,6.025
449.6,20067.54741,-37084.83722,-41.951069,116.342,6.025
449.7,20067.81783,-37084.69088,-41.95165,116.342,6.025
449.8,20068.08826,-37084.54454,-41.952231,116.343,6.025
449.9,20068.35868,-37084.3982,-41.952811,116.344,6.025
450,20068.62911,-37084.25186,-41.953392,116.345,6.025
450.1,20068.89953,-37084.10552,-41.953973,116.345,6.026
450.2,20069.16995,-37083.95917,-41.954553,116.346,6.026
450.3,20069.44037,-37083.81282,-41.955134,116.347,6.026
450.4,20069.71078,-37083.66647,-41.955715,116.348,6.026
450.5,20069.9812,-37083.52012,-41.956295,116.348,6.026
450.6,20070.25162,-37083.37377,-41.956876,116.349,6.026
450.7,20070.52203,-37083.22741,-41.957457,116.35,6.027
450.8,20070.79245,-37083.08105,-41.958037,116.35,6.027
450.9,20071.06286,-37082.93469,-41.958618,116.351,6.027
451,20071.33327,-37082.78833,-41.959199,116.352,6.027
451.1,20071.60368,-37082.64197,-41.959779,116.353,6.027
451.2,20071.87409,-37082.4956,-41.96036,116.353,6.028
451.3,20072.1445,-37082.34923,-41.960941,116.354,6.028
451.4,20072.41491,-37082.20286,-41.961521,116.355,6.028
451.5,20072.68532,-37082.05649,-41.962102,116.355,6.028
451.6,20072.95572,-37081.91012,-41.962682,116.356,6.028
451.7,20073.22613,-37081.76374,-41.963263,116.357,6.028
451.8,20073.49653,-37081.61736,-41.963844,116.358,6.029
451.9,20073.76693,-37081.47098,-41.964424,116.358,6.029
452,20074.03733,-37081.3246,-41.965005,116.359,6.029
452.1,20074.30773,-37081.17822,-41.965586,116.36,6.029
452.2,20074.57813,-37081.03183,-41.966166,116.361,6.029
452.3,20074.84853,-37080.88545,-41.966747,116.361,6.029
452.4,20075.11893,-37080.73906,-41.967327,116.362,6.03
452.5,20075.38932,-37080.59267,-41.967908,116.363,6.03
452.6,20075.65972,-37080.44627,-41.968489,116.363,6.03
452.7,20075.93011,-37080.29988,-41.969069,116.364,6.03
452.8,20076.2005,-37080.15348,-41.96965,116.365,6.03
452.9,20076.4709,-37080.00708,-41.97023,116.366,6.03
453,20076.74129,-37079.86068,-41.970811,116.366,6.031
453.1,20077.01168,-37079.71428,-41.971392,116.367,6.031
453.2,20077.28206,-37079.56787,-41.971972,116.368,6.031
453.3,20077.55245,-37079.42146,-41.972553,116.369,6.031
453.4,20077.82284,-37079.27505,-41.973133,116.369,6.031
453.5,20078.09322,-37079.12864,-41.973714,116.37,6.031
453.6,20078.36361,-37078.98223,-41.974295,116.371,6.032
453.7,20078.63399,-37078.83582,-41.974875,116.371,6.032
453.8,20078.90437,-37078.6894,-41.975456,116.372,6.032
453.9,20079.17475,-37078.54298,-41.976036,116.373,6.032
454,20079.44513,-37078.39656,-41.976617,116.374,6.032
454.1,20079.71551,-37078.25014,-41.977198,116.374,6.032
454.2,20079.98589,-37078.10371,-41.977778,116.375,6.033
454.3,20080.25627,-37077.95728,-41.978359,116.376,6.033
454.4,20080.52664,-37077.81085,-41.978939,116.377,6.033
454.5,20080.79702,-37077.66442,-41.97952,116.377,6.033
454.6,20081.06739,-37077.51799,-41.9801,116.378,6.033
454.7,20081.33776,-37077.37156,-41.980681,116.379,6.033
454.8,20081.60813,-37077.22512,-41.981261,116.379,6.034
454.9,20081.8785,-37077.07868,-41.981842,116.38,6.034
455,20082.14887,-37076.93224,-41.982423,116.381,6.034
455.1,20082.41924,-37076.7858,-41.983003,116.382,6.034
455.2,20082.68961,-37076.63935,-41.983584,116.382,6.034
455.3,20082.95997,-37076.49291,-41.984164,116.383,6.034
455.4,20083.23034,-37076.34646,-41.984745,116.384,6.035
455.5,20083.5007,-37076.20001,-41.985325,116.385,6.035
455.6,20083.77107,-37076.05355,-41.985906,116.385,6.035
455.7,20084.04143,-37075.9071,-41.986486,116.386,6.035
455.8,20084.31179,-37075.76064,-41.987067,116.387,6.035
455.9,20084.58215,-37075.61419,-41.987648,116.387,6.035
456,20084.85251,-37075.46772,-41.988228,116.388,6.036
456.1,20085.12286,-37075.32126,-41.988809,116.389,6.036
456.2,20085.39322,-37075.1748,-41.989389,116.39,6.036
456.3,20085.66358,-37075.02833,-41.98997,116.39,6.036
456.4,20085.93393,-37074.88186,-41.99055,116.391,6.036
456.5,20086.20428,-37074.73539,-41.991131,116.392,6.036
456.6,20086.47463,-37074.58892,-41.991711,116.393,6.037
456.7,20086.74499,-37074.44245,-41.992292,116.393,6.037
456.8,20087.01534,-37074.29597,-41.992872,116.394,6.037
456.9,20087.28568,-37074.14949,-41.993453,116.395,6.037
457,20087.55603,-37074.00301,-41.994033,116.395,6.037
457.1,20087.82638,-37073.85653,-41.994614,116.396,6.037
457.2,20088.09672,-37073.71005,-41.995194,116.397,6.038
457.3,20088.36707,-37073.56356,-41.995775,116.398,6.038
457.4,20088.63741,-37073.41707,-41.996355,116.398,6.038
457.5,20088.90776,-37073.27058,-41.996936,116.399,6.038
457.6,20089.1781,-37073.12409,-41.997516,116.4,6.038
457.7,20089.44844,-37072.9776,-41.998097,116.401,6.038
457.8,20089.71878,-37072.8311,-41.998677,116.401,6.039
457.9,20089.98911,-37072.6846,-41.999258,116.402,6.039
458,20090.25945,-37072.5381,-41.999838,116.403,6.039
458.1,20090.52979,-37072.3916,-42.000419,116.404,6.039
458.2,20090.80012,-37072.2451,-42.000999,116.404,6.039
458.3,20091.07046,-37072.09859,-42.00158,116.405,6.039
458.4,20091.34079,-37071.95208,-42.00216,116.406,6.04
458.5,20091.61112,-37071.80557,-42.002741,116.406,6.04
458.6,20091.88145,-37071.65906,-42.003321,116.407,6.04
458.7,20092.15178,-37071.51255,-42.003902,116.408,6.04
458.8,20092.42211,-37071.36603,-42.004482,116.409,6.04
458.9,20092.69244,-37071.21952,-42.005063,116.409,6.04
459,20092.96276,-37071.073,-42.005643,116.41,6.041
459.1,20093.23309,-37070.92647,-42.006224,116.411,6.041
459.2,20093.50341,-37070.77995,-42.006804,116.412,6.041
459.3,20093.77374,-37070.63343,-42.007384,116.412,6.041
459.4,20094.04406,-37070.4869,-42.007965,116.413,6.041
459.5,20094.31438,-37070.34037,-42.008545,116.414,6.041
459.6,20094.5847,-37070.19384,-42.009126,116.414,6.042
459.7,20094.85502,-37070.0473,-42.009706,116.415,6.042
459.8,20095.12534,-37069.90077,-42.010287,116.416,6.042
459.9,20095.39565,-37069.75423,-42.010867,116.417,6.042
460,20095.66597,-37069.60769,-42.011448,116.417,6.042
460.1,20095.93629,-37069.46115,-42.012028,116.418,6.042
460.2,20096.2066,-37069.31461,-42.012608,116.419,6.043
460.3,20096.47691,-37069.16806,-42.013189,116.42,6.043
460.4,20096.74722,-37069.02152,-42.013769,116.42,6.043
460.5,20097.01753,-37068.87497,-42.01435,116.421,6.043
460.6,20097.28784,-37068.72842,-42.01493,116.422,6.043
460.7,20097.55815,-37068.58186,-42.015511,116.422,6.043
460.8,20097.82846,-37068.43531,-42.016091,116.423,6.044
460.9,20098.09876,-37068.28875,-42.016671,116.424,6.044
461,20098.36907,-37068.14219,-42.017252,116.425,6.044
461.1,20098.63937,-37067.99563,-42.017832,116.425,6.044
461.2,20098.90968,-37067.84907,-42.018413,116.426,6.044
461.3,20099.17998,-37067.7025,-42.018993,116.427,6.044
461.4,20099.45028,-37067.55594,-42.019574,116.428,6.044
461.5,20099.72058,-37067.40937,-42.020154,116.428,6.045
461.6,20099.99088,-37067.2628,-42.020734,116.429,6.045
461.7,20100.26118,-37067.11622,-42.021315,116.43,6.045
461.8,20100.53147,-37066.96965,-42.021895,116.43,6.045
461.9,20100.80177,-37066.82307,-42.022476,116.431,6.045
462,20101.07206,-37066.67649,-42.023056,116.432,6.045
462.1,20101.34236,-37066.52991,-42.023636,116.433,6.046
462.2,20101.61265,-37066.38333,-42.024217,116.433,6.046
462.3,20101.88294,-37066.23675,-42.024797,116.434,6.046
462.4,20102.15323,-37066.09016,-42.025378,116.435,6.046
462.5,20102.42352,-37065.94357,-42.025958,116.436,6.046
462.6,20102.69381,-37065.79698,-42.026538,116.436,6.046
462.7,20102.96409,-37065.65039,-42.027119,116.437,6.047
462.8,20103.23438,-37065.50379,-42.027699,116.438,6.047
462.9,20103.50466,-37065.3572,-42.02828,116.438,6.047
463,20103.77495,-37065.2106,-42.02886,116.439,6.047
463.1,20104.04523,-37065.064,-42.02944,116.44,6.047
463.2,20104.31551,-37064.91739,-42.030021,116.441,6.047
463.3,20104.58579,-37064.77079,-42.030601,116.441,6.048
463.4,20104.85607,-37064.62418,-42.031181,116.442,6.048
463.5,20105.12635,-37064.47758,-42.031762,116.443,6.048
463.6,20105.39663,-37064.33097,-42.032342,116.444,6.048
463.7,20105.6669,-37064.18435,-42.032922,116.444,6.048
463.8,20105.93718,-37064.03774,-42.033503,116.445,6.048
463.9,20106.20745,-37063.89112,-42.034083,116.446,6.048
464,20106.47773,-37063.74451,-42.034664,116.447,6.049
464.1,20106.748,-37063.59789,-42.035244,116.447,6.049
464.2,20107.01827,-37063.45126,-42.035824,116.448,6.049
464.3,20107.28854,-37063.30464,-42.036405,116.449,6.049
464.4,20107.55881,-37063.15801,-42.036985,116.449,6.049
464.5,20107.82907,-37063.01139,-42.037565,116.45,6.049
464.6,20108.09934,-37062.86476,-42.038146,116.451,6.05
464.7,20108.36961,-37062.71812,-42.038726,116.452,6.05
464.8,20108.63987,-37062.57149,-42.039306,116.452,6.05
464.9,20108.91013,-37062.42485,-42.039887,116.453,6.05
465,20109.1804,-37062.27822,-42.040467,116.454,6.05
465.1,20109.45066,-37062.13158,-42.041047,116.455,6.05
465.2,20109.72092,-37061.98493,-42.041628,116.455,6.051
465.3,20109.99118,-37061.83829,-42.042208,116.456,6.051
465.4,20110.26144,-37061.69165,-42.042788,116.457,6.051
465.5,20110.53169,-37061.545,-42.043369,116.457,6.051
465.6,20110.80195,-37061.39835,-42.043949,116.458,6.051
465.7,20111.0722,-37061.2517,-42.044529,116.459,6.051
465.8,20111.34246,-37061.10504,-42.04511,116.46,6.052
465.9,20111.61271,-37060.95839,-42.04569,116.46,6.052
466,20111.88296,-37060.81173,-42.04627,116.461,6.052
466.1,20112.15321,-37060.66507,-42.046851,116.462,6.052
466.2,20112.42346,-37060.51841,-42.047431,116.463,6.052
466.3,20112.69371,-37060.37175,-42.048011,116.463,6.052
466.4,20112.96396,-37060.22508,-42.048591,116.464,6.052
466.5,20113.2342,-37060.07841,-42.049172,116.465,6.053
466.6,20113.50445,-37059.93174,-42.049752,116.465,6.053
466.7,20113.77469,-37059.78507,-42.050332,116.466,6.053
466.8,20114.04494,-37059.6384,-42.050913,116.467,6.053
466.9,20114.31518,-37059.49172,-42.051493,116.468,6.053
467,20114.58542,-37059.34505,-42.052073,116.468,6.053
467.1,20114.85566,-37059.19837,-42.052653,116.469,6.054
467.2,20115.1259,-37059.05169,-42.053234,116.47,6.054
467.3,20115.39614,-37058.905,-42.053814,116.471,6.054
467.4,20115.66637,-37058.75832,-42.054394,116.471,6.054
467.5,20115.93661,-37058.61163,-42.054975,116.472,6.054
467.6,20116.20684,-37058.46494,-42.055555,116.473,6.054
467.7,20116.47708,-37058.31825,-42.056135,116.474,6.055
467.8,20116.74731,-37058.17156,-42.056715,116.474,6.055
467.9,20117.01754,-37058.02486,-42.057296,116.475,6.055
468,20117.28777,-37057.87817,-42.057876,116.476,6.055
468.1,20117.558,-37057.73147,-42.058456,116.476,6.055
468.2,20117.82823,-37057.58477,-42.059036,116.477,6.055
468.3,20118.09845,-37057.43806,-42.059617,116.478,6.055
468.4,20118.36868,-37057.29136,-42.060197,116.479,6.056
468.5,20118.63891,-37057.14465,-42.060777,116.479,6.056
468.6,20118.90913,-37056.99794,-42.061357,116.48,6.056
468.7,20119.17935,-37056.85123,-42.061938,116.481,6.056
468.8,20119.44957,-37056.70452,-42.062518,116.482,6.056
468.9,20119.71979,-37056.5578,-42.063098,116.482,6.056
469,20119.99001,-37056.41109,-42.063678,116.483,6.057
469.1,20120.26023,-37056.26437,-42.064259,116.484,6.057
469.2,20120.53045,-37056.11765,-42.064839,116.484,6.057
469.3,20120.80067,-37055.97093,-42.065419,116.485,6.057
469.4,20121.07088,-37055.8242,-42.065999,116.486,6.057
469.5,20121.3411,-37055.67747,-42.06658,116.487,6.057
469.6,20121.61131,-37055.53075,-42.06716,116.487,6.057
469.7,20121.88152,-37055.38402,-42.06774,116.488,6.058
469.8,20122.15173,-37055.23728,-42.06832,116.489,6.058
469.9,20122.42194,-37055.09055,-42.068901,116.49,6.058
470,20122.69215,-37054.94381,-42.069481,116.49,6.058
470.1,20122.96236,-37054.79707,-42.070061,116.491,6.058
470.2,20123.23257,-37054.65033,-42.070641,116.492,6.058
470.3,20123.50277,-37054.50359,-42.071221,116.493,6.059
470.4,20123.77298,-37054.35685,-42.071802,116.493,6.059
470.5,20124.04318,-37054.2101,-42.072382,116.494,6.059
470.6,20124.31338,-37054.06335,-42.072962,116.495,6.059
470.7,20124.58358,-37053.9166,-42.073542,116.495,6.059
470.8,20124.85378,-37053.76985,-42.074122,116.496,6.059
470.9,20125.12398,-37053.6231,-42.074703,116.497,6.059
471,20125.39418,-37053.47634,-42.075283,116.498,6.06
471.1,20125.66438,-37053.32958,-42.075863,116.498,6.06
471.2,20125.93457,-37053.18282,-42.076443,116.499,6.06
471.3,20126.20477,-37053.03606,-42.077023,116.5,6.06
471.4,20126.47496,-37052.8893,-42.077604,116.501,6.06
471.5,20126.74515,-37052.74253,-42.078184,116.501,6.06
471.6,20127.01535,-37052.59576,-42.078764,116.502,6.061
471.7,20127.28554,-37052.44899,-42.079344,116.503,6.061
471.8,20127.55573,-37052.30222,-42.079924,116.503,6.061
471.9,20127.82592,-37052.15545,-42.080505,116.504,6.061
472,20128.0961,-37052.00867,-42.081085,116.505,6.061
472.1,20128.36629,-37051.86189,-42.081665,116.506,6.061
472.2,20128.63647,-37051.71512,-42.082245,116.506,6.061
472.3,20128.90666,-37051.56833,-42.082825,116.507,6.062
472.4,20129.17684,-37051.42155,-42.083405,116.508,6.062
472.5,20129.44702,-37051.27476,-42.083986,116.509,6.062
472.6,20129.71721,-37051.12798,-42.084566,116.509,6.062
472.7,20129.98739,-37050.98119,-42.085146,116.51,6.062
472.8,20130.25756,-37050.8344,-42.085726,116.511,6.062
472.9,20130.52774,-37050.6876,-42.086306,116.512,6.063
473,20130.79792,-37050.54081,-42.086886,116.512,6.063
473.1,20131.06809,-37050.39401,-42.087467,116.513,6.063
473.2,20131.33827,-37050.24721,-42.088047,116.514,6.063
473.3,20131.60844,-37050.10041,-42.088627,116.514,6.063
473.4,20131.87861,-37049.95361,-42.089207,116.515,6.063
473.5,20132.14879,-37049.8068,-42.089787,116.516,6.063
473.6,20132.41896,-37049.65999,-42.090367,116.517,6.064
473.7,20132.68913,-37049.51318,-42.090947,116.517,6.064
473.8,20132.95929,-37049.36637,-42.091528,116.518,6.064
473.9,20133.22946,-37049.21956,-42.092108,116.519,6.064
474,20133.49963,-37049.07274,-42.092688,116.52,6.064
474.1,20133.76979,-37048.92593,-42.093268,116.52,6.064
474.2,20134.03996,-37048.77911,-42.093848,116.521,6.064
474.3,20134.31012,-37048.63229,-42.094428,116.522,6.065
474.4,20134.58028,-37048.48546,-42.095008,116.523,6.065
474.5,20134.85044,-37048.33864,-42.095588,116.523,6.065
474.6,20135.1206,-37048.19181,-42.096169,116.524,6.065
474.7,20135.39076,-37048.04498,-42.096749,116.525,6.065
474.8,20135.66092,-37047.89815,-42.097329,116.525,6.065
474.9,20135.93107,-37047.75132,-42.097909,116.526,6.066
475,20136.20123,-37047.60448,-42.098489,116.527,6.066
475.1,20136.47138,-37047.45765,-42.099069,116.528,6.066
475.2,20136.74154,-37047.31081,-42.099649,116.528,6.066
475.3,20137.01169,-37047.16397,-42.100229,116.529,6.066
475.4,20137.28184,-37047.01712,-42.100809,116.53,6.066
475.5,20137.55199,-37046.87028,-42.10139,116.531,6.066
475.6,20137.82214,-37046.72343,-42.10197,116.531,6.067
475.7,20138.09229,-37046.57658,-42.10255,116.532,6.067
475.8,20138.36243,-37046.42973,-42.10313,116.533,6.067
475.9,20138.63258,-37046.28288,-42.10371,116.533,6.067
476,20138.90272,-37046.13603,-42.10429,116.534,6.067
476.1,20139.17287,-37045.98917,-42.10487,116.535,6.067
476.2,20139.44301,-37045.84231,-42.10545,116.536,6.067
476.3,20139.71315,-37045.69545,-42.10603,116.536,6.068
476.4,20139.98329,-37045.54859,-42.10661,116.537,6.068
476.5,20140.25343,-37045.40172,-42.10719,116.538,6.068
476.6,20140.52357,-37045.25486,-42.10777,116.539,6.068
476.7,20140.79371,-37045.10799,-42.108351,116.539,6.068
476.8,20141.06384,-37044.96112,-42.108931,116.54,6.068
476.9,20141.33398,-37044.81425,-42.109511,116.541,6.069
477,20141.60411,-37044.66737,-42.110091,116.542,6.069
477.1,20141.87424,-37044.5205,-42.110671,116.542,6.069
477.2,20142.14438,-37044.37362,-42.111251,116.543,6.069
477.3,20142.41451,-37044.22674,-42.111831,116.544,6.069
477.4,20142.68464,-37044.07986,-42.112411,116.544,6.069
477.5,20142.95476,-37043.93297,-42.112991,116.545,6.069
477.6,20143.22489,-37043.78609,-42.113571,116.546,6.07
477.7,20143.49502,-37043.6392,-42.114151,116.547,6.07
477.8,20143.76514,-37043.49231,-42.114731,116.547,6.07
477.9,20144.03527,-37043.34542,-42.115311,116.548,6.07
478,20144.30539,-37043.19852,-42.115891,116.549,6.07
478.1,20144.57551,-37043.05163,-42.116471,116.55,6.07
478.2,20144.84563,-37042.90473,-42.117051,116.55,6.07
478.3,20145.11575,-37042.75783,-42.117631,116.551,6.071
478.4,20145.38587,-37042.61093,-42.118211,116.552,6.071
478.5,20145.65599,-37042.46402,-42.118791,116.553,6.071
478.6,20145.92611,-37042.31712,-42.119371,116.553,6.071
478.7,20146.19622,-37042.17021,-42.119951,116.554,6.071
478.8,20146.46634,-37042.0233,-42.120532,116.555,6.071
478.9,20146.73645,-37041.87639,-42.121112,116.555,6.071
479,20147.00656,-37041.72947,-42.121692,116.556,6.072
479.1,20147.27668,-37041.58256,-42.122272,116.557,6.072
479.2,20147.54679,-37041.43564,-42.122852,116.558,6.072
479.3,20147.8169,-37041.28872,-42.123432,116.558,6.072
479.4,20148.087,-37041.1418,-42.124012,116.559,6.072
479.5,20148.35711,-37040.99488,-42.124592,116.56,6.072
479.6,20148.62722,-37040.84795,-42.125172,116.561,6.072
479.7,20148.89732,-37040.70102,-42.125752,116.561,6.073
479.8,20149.16743,-37040.55409,-42.126332,116.562,6.073
479.9,20149.43753,-37040.40716,-42.126912,116.563,6.073
480,20149.70763,-37040.26023,-42.127492,116.564,6.073
480.1,20149.97773,-37040.11329,-42.128072,116.564,6.073
480.2,20150.24783,-37039.96636,-42.128652,116.565,6.073
480.3,20150.51793,-37039.81942,-42.129232,116.566,6.074
480.4,20150.78803,-37039.67248,-42.129812,116.566,6.074
480.5,20151.05812,-37039.52553,-42.130392,116.567,6.074
480.6,20151.32822,-37039.37859,-42.130972,116.568,6.074
480.7,20151.59831,-37039.23164,-42.131552,116.569,6.074
480.8,20151.86841,-37039.08469,-42.132132,116.569,6.074
480.9,20152.1385,-37038.93774,-42.132712,116.57,6.074
481,20152.40859,-37038.79079,-42.133291,116.571,6.075
481.1,20152.67868,-37038.64383,-42.133871,116.572,6.075
481.2,20152.94877,-37038.49688,-42.134451,116.572,6.075
481.3,20153.21886,-37038.34992,-42.135031,116.573,6.075
481.4,20153.48894,-37038.20296,-42.135611,116.574,6.075
481.5,20153.75903,-37038.05599,-42.136191,116.575,6.075
481.6,20154.02911,-37037.90903,-42.136771,116.575,6.075
481.7,20154.2992,-37037.76206,-42.137351,116.576,6.076
481.8,20154.56928,-37037.61509,-42.137931,116.577,6.076
481.9,20154.83936,-37037.46812,-42.138511,116.577,6.076
482,20155.10944,-37037.32115,-42.139091,116.578,6.076
482.1,20155.37952,-37037.17417,-42.139671,116.579,6.076
482.2,20155.6496,-37037.0272,-42.140251,116.58,6.076
482.3,20155.91968,-37036.88022,-42.140831,116.58,6.076
482.4,20156.18975,-37036.73324,-42.141411,116.581,6.077
482.5,20156.45983,-37036.58626,-42.141991,116.582,6.077
482.6,20156.7299,-37036.43927,-42.142571,116.583,6.077
482.7,20156.99997,-37036.29229,-42.143151,116.583,6.077
482.8,20157.27004,-37036.1453,-42.143731,116.584,6.077
482.9,20157.54012,-37035.99831,-42.144311,116.585,6.077
483,20157.81019,-37035.85131,-42.144891,116.586,6.077
483.1,20158.08025,-37035.70432,-42.14547,116.586,6.078
483.2,20158.35032,-37035.55732,-42.14605,116.587,6.078
483.3,20158.62039,-37035.41032,-42.14663,116.588,6.078
483.4,20158.89045,-37035.26332,-42.14721,116.588,6.078
483.5,20159.16052,-37035.11632,-42.14779,116.589,6.078
