Time (EpSec),x (km),y (km),z (km),vx (km/sec),vy (km/sec),vz (km/sec)
111.8,4185.600987,-4078.752609,3153.250849,-0.283462,-1.2912,2.740532
111.9,4185.572612,-4078.881701,3153.52488,-0.284032,-1.290645,2.740102
112,4185.544181,-4079.010738,3153.798869,-0.284601,-1.29009,2.739673
112.1,4185.515692,-4079.139719,3154.072815,-0.285171,-1.289535,2.739244
112.2,4185.487147,-4079.268645,3154.346718,-0.28574,-1.28898,2.738815
112.3,4185.458544,-4079.397515,3154.620578,-0.28631,-1.288425,2.738386
112.4,4185.429885,-4079.52633,3154.894395,-0.286879,-1.28787,2.737956
112.5,4185.401168,-4079.655089,3155.168169,-0.287449,-1.287315,2.737527
112.6,4185.372395,-4079.783792,3155.4419,-0.288018,-1.28676,2.737098
112.7,4185.343565,-4079.912441,3155.715589,-0.288587,-1.286205,2.736669
112.8,4185.314678,-4080.041033,3155.989234,-0.289156,-1.28565,2.736239
112.9,4185.285733,-4080.169571,3156.262837,-0.289726,-1.285095,2.73581
113,4185.256732,-4080.298052,3156.536396,-0.290295,-1.28454,2.735381
113.1,4185.227674,-4080.426479,3156.809913,-0.290864,-1.283985,2.734952
113.2,4185.19856,-4080.554849,3157.083387,-0.291433,-1.283431,2.734523
113.3,4185.169388,-4080.683165,3157.356817,-0.292002,-1.282876,2.734093
113.4,4185.140159,-4080.811425,3157.630205,-0.292571,-1.282321,2.733664
113.5,4185.110874,-4080.939629,3157.90355,-0.293139,-1.281766,2.733235
113.6,4185.081531,-4081.067778,3158.176852,-0.293708,-1.281212,2.732806
113.7,4185.052132,-4081.195871,3158.450111,-0.294277,-1.280657,2.732377
113.8,4185.022676,-4081.323909,3158.723328,-0.294846,-1.280103,2.731947
113.9,4184.993163,-4081.451892,3158.996501,-0.295414,-1.279548,2.731518
114,4184.963593,-4081.579819,3159.269631,-0.295983,-1.278994,2.731089
114.1,4184.933966,-4081.707691,3159.542719,-0.296551,-1.278439,2.73066
114.2,4184.904283,-4081.835507,3159.815763,-0.29712,-1.277885,2.730231
114.3,4184.874543,-4081.963268,3160.088765,-0.297688,-1.27733,2.729801
114.4,4184.844745,-4082.090973,3160.361724,-0.298257,-1.276776,2.729372
114.5,4184.814891,-4082.218623,3160.634639,-0.298825,-1.276221,2.728943
114.6,4184.78498,-4082.346217,3160.907512,-0.299393,-1.275667,2.728514
114.7,4184.755013,-4082.473756,3161.180342,-0.299961,-1.275113,2.728085
114.8,4184.724988,-4082.60124,3161.453129,-0.30053,-1.274558,2.727655
114.9,4184.694907,-4082.728668,3161.725873,-0.301098,-1.274004,2.727226
115,4184.664768,-4082.85604,3161.998574,-0.301666,-1.27345,2.726797
115.1,4184.634573,-4082.983358,3162.271233,-0.302234,-1.272896,2.726368
115.2,4184.604322,-4083.11062,3162.543848,-0.302802,-1.272342,2.725939
115.3,4184.574013,-4083.237826,3162.81642,-0.30337,-1.271787,2.725509
115.4,4184.543648,-4083.364977,3163.08895,-0.303937,-1.271233,2.72508
115.5,4184.513226,-4083.492073,3163.361436,-0.304505,-1.270679,2.724651
115.6,4184.482747,-4083.619113,3163.63388,-0.305073,-1.270125,2.724222
115.7,4184.452211,-4083.746098,3163.906281,-0.305641,-1.269571,2.723792
115.8,4184.421619,-4083.873027,3164.178638,-0.306208,-1.269017,2.723363
115.9,4184.390969,-4083.999901,3164.450953,-0.306776,-1.268463,2.722934
116,4184.360263,-4084.12672,3164.723225,-0.307343,-1.267909,2.722505
116.1,4184.329501,-4084.253483,3164.995454,-0.307911,-1.267355,2.722076
116.2,4184.298681,-4084.380191,3165.26764,-0.308478,-1.266802,2.721646
116.3,4184.267805,-4084.506843,3165.539784,-0.309046,-1.266248,2.721217
116.4,4184.236872,-4084.63344,3165.811884,-0.309613,-1.265694,2.720788
116.5,4184.205882,-4084.759982,3166.083941,-0.31018,-1.26514,2.720359
116.6,4184.174836,-4084.886469,3166.355956,-0.310747,-1.264586,2.71993
116.7,4184.143733,-4085.012899,3166.627927,-0.311315,-1.264033,2.7195
116.8,4184.112573,-4085.139275,3166.899856,-0.311882,-1.263479,2.719071
116.9,4184.081357,-4085.265595,3167.171741,-0.312449,-1.262925,2.718642
117,4184.050083,-4085.39186,3167.443584,-0.313016,-1.262372,2.718213
117.1,4184.018753,-4085.51807,3167.715384,-0.313583,-1.261818,2.717783
117.2,4183.987367,-4085.644224,3167.987141,-0.31415,-1.261265,2.717354
117.3,4183.955923,-4085.770323,3168.258855,-0.314717,-1.260711,2.716925
117.4,4183.924423,-4085.896366,3168.530526,-0.315283,-1.260158,2.716496
117.5,4183.892867,-4086.022354,3168.802154,-0.31585,-1.259604,2.716067
117.6,4183.861253,-4086.148287,3169.073739,-0.316417,-1.259051,2.715637
117.7,4183.829583,-4086.274164,3169.345281,-0.316983,-1.258497,2.715208
117.8,4183.797857,-4086.399986,3169.616781,-0.31755,-1.257944,2.714779
117.9,4183.766073,-4086.525753,3169.888237,-0.318117,-1.25739,2.71435
118,4183.734233,-4086.651464,3170.15965,-0.318683,-1.256837,2.71392
118.1,4183.702337,-4086.77712,3170.431021,-0.319249,-1.256284,2.713491
118.2,4183.670384,-4086.902721,3170.702349,-0.319816,-1.255731,2.713062
118.3,4183.638374,-4087.028266,3170.973633,-0.320382,-1.255177,2.712633
118.4,4183.606307,-4087.153757,3171.244875,-0.320948,-1.254624,2.712204
118.5,4183.574184,-4087.279191,3171.516074,-0.321515,-1.254071,2.711774
118.6,4183.542004,-4087.404571,3171.78723,-0.322081,-1.253518,2.711345
118.7,4183.509768,-4087.529895,3172.058343,-0.322647,-1.252965,2.710916
118.8,4183.477475,-4087.655164,3172.329413,-0.323213,-1.252412,2.710487
118.9,4183.445125,-4087.780377,3172.60044,-0.323779,-1.251858,2.710057
119,4183.412719,-4087.905535,3172.871425,-0.324345,-1.251305,2.709628
119.1,4183.380256,-4088.030638,3173.142366,-0.324911,-1.250752,2.709199
119.2,4183.347737,-4088.155686,3173.413265,-0.325477,-1.250199,2.70877
119.3,4183.315161,-4088.280678,3173.68412,-0.326043,-1.249647,2.70834
119.4,4183.282528,-4088.405615,3173.954933,-0.326608,-1.249094,2.707911
119.5,4183.249839,-4088.530497,3174.225702,-0.327174,-1.248541,2.707482
119.6,4183.217094,-4088.655323,3174.496429,-0.32774,-1.247988,2.707053
119.7,4183.184291,-4088.780094,3174.767113,-0.328305,-1.247435,2.706623
119.8,4183.151432,-4088.90481,3175.037754,-0.328871,-1.246882,2.706194
119.9,4183.118517,-4089.029471,3175.308352,-0.329436,-1.246329,2.705765
120,4183.085545,-4089.154076,3175.578907,-0.330002,-1.245777,2.705336
120.1,4183.052517,-4089.278626,3175.849419,-0.330567,-1.245224,2.704907
120.2,4183.019432,-4089.403121,3176.119888,-0.331133,-1.244671,2.704477
120.3,4182.98629,-4089.52756,3176.390314,-0.331698,-1.244119,2.704048
120.4,4182.953092,-4089.651945,3176.660698,-0.332263,-1.243566,2.703619
120.5,4182.919838,-4089.776274,3176.931038,-0.332828,-1.243013,2.70319
120.6,4182.886526,-4089.900547,3177.201336,-0.333393,-1.242461,2.70276
120.7,4182.853159,-4090.024766,3177.47159,-0.333959,-1.241908,2.702331
120.8,4182.819735,-4090.148929,3177.741802,-0.334524,-1.241356,2.701902
120.9,4182.786254,-4090.273037,3178.01197,-0.335089,-1.240803,2.701473
121,4182.752717,-4090.39709,3178.282096,-0.335654,-1.240251,2.701043
121.1,4182.719123,-4090.521087,3178.552179,-0.336218,-1.239698,2.700614
121.2,4182.685473,-4090.645029,3178.822219,-0.336783,-1.239146,2.700185
121.3,4182.651767,-4090.768916,3179.092216,-0.337348,-1.238594,2.699756
121.4,4182.618004,-4090.892748,3179.36217,-0.337913,-1.238041,2.699326
121.5,4182.584184,-4091.016525,3179.632081,-0.338477,-1.237489,2.698897
121.6,4182.550308,-4091.140246,3179.90195,-0.339042,-1.236937,2.698468
121.7,4182.516376,-4091.263912,3180.171775,-0.339607,-1.236385,2.698039
121.8,4182.482387,-4091.387523,3180.441557,-0.340171,-1.235832,2.697609
121.9,4182.448342,-4091.511079,3180.711297,-0.340736,-1.23528,2.69718
122,4182.41424,-4091.634579,3180.980993,-0.3413,-1.234728,2.696751
122.1,4182.380082,-4091.758024,3181.250647,-0.341864,-1.234176,2.696322
122.2,4182.345867,-4091.881414,3181.520258,-0.342429,-1.233624,2.695892
122.3,4182.311596,-4092.004749,3181.789825,-0.342993,-1.233072,2.695463
122.4,4182.277268,-4092.128028,3182.05935,-0.343557,-1.23252,2.695034
122.5,4182.242884,-4092.251253,3182.328832,-0.344121,-1.231968,2.694604
122.6,4182.208444,-4092.374422,3182.598271,-0.344686,-1.231416,2.694175
122.7,4182.173947,-4092.497536,3182.867667,-0.34525,-1.230864,2.693746
122.8,4182.139394,-4092.620595,3183.13702,-0.345814,-1.230312,2.693317
122.9,4182.104785,-4092.743598,3183.40633,-0.346378,-1.22976,2.692887
123,4182.070119,-4092.866547,3183.675598,-0.346941,-1.229208,2.692458
123.1,4182.035396,-4092.98944,3183.944822,-0.347505,-1.228656,2.692029
123.2,4182.000618,-4093.112278,3184.214004,-0.348069,-1.228104,2.6916
123.3,4181.965782,-4093.235061,3184.483142,-0.348633,-1.227552,2.69117
123.4,4181.930891,-4093.357788,3184.752238,-0.349197,-1.227001,2.690741
123.5,4181.895943,-4093.480461,3185.02129,-0.34976,-1.226449,2.690312
123.6,4181.860939,-4093.603078,3185.2903,-0.350324,-1.225897,2.689883
123.7,4181.825878,-4093.72564,3185.559267,-0.350887,-1.225346,2.689453
123.8,4181.790761,-4093.848147,3185.828191,-0.351451,-1.224794,2.689024
123.9,4181.755588,-4093.970599,3186.097072,-0.352014,-1.224242,2.688595
124,4181.720359,-4094.092996,3186.36591,-0.352578,-1.223691,2.688165
124.1,4181.685073,-4094.215337,3186.634705,-0.353141,-1.223139,2.687736
124.2,4181.64973,-4094.337624,3186.903457,-0.353704,-1.222588,2.687307
124.3,4181.614332,-4094.459855,3187.172166,-0.354268,-1.222036,2.686878
124.4,4181.578877,-4094.582031,3187.440832,-0.354831,-1.221485,2.686448
124.5,4181.543366,-4094.704152,3187.709456,-0.355394,-1.220933,2.686019
124.6,4181.507798,-4094.826217,3187.978036,-0.355957,-1.220382,2.68559
124.7,4181.472174,-4094.948228,3188.246574,-0.35652,-1.21983,2.68516
124.8,4181.436494,-4095.070184,3188.515068,-0.357083,-1.219279,2.684731
124.9,4181.400757,-4095.192084,3188.78352,-0.357646,-1.218728,2.684302
125,4181.364965,-4095.313929,3189.051928,-0.358209,-1.218177,2.683873
125.1,4181.329116,-4095.435719,3189.320294,-0.358772,-1.217625,2.683443
125.2,4181.29321,-4095.557454,3189.588617,-0.359335,-1.217074,2.683014
125.3,4181.257249,-4095.679134,3189.856897,-0.359897,-1.216523,2.682585
125.4,4181.221231,-4095.800759,3190.125134,-0.36046,-1.215972,2.682155
125.5,4181.185157,-4095.922328,3190.393328,-0.361023,-1.21542,2.681726
125.6,4181.149026,-4096.043843,3190.661479,-0.361585,-1.214869,2.681297
125.7,4181.11284,-4096.165302,3190.929588,-0.362148,-1.214318,2.680867
125.8,4181.076597,-4096.286706,3191.197653,-0.36271,-1.213767,2.680438
125.9,4181.040298,-4096.408056,3191.465675,-0.363273,-1.213216,2.680009
126,4181.003942,-4096.52935,3191.733655,-0.363835,-1.212665,2.67958
126.1,4180.967531,-4096.650589,3192.001591,-0.364398,-1.212114,2.67915
126.2,4180.931063,-4096.771773,3192.269485,-0.36496,-1.211563,2.678721
126.3,4180.894539,-4096.892901,3192.537335,-0.365522,-1.211012,2.678292
126.4,4180.857958,-4097.013975,3192.805143,-0.366084,-1.210461,2.677862
126.5,4180.821322,-4097.134994,3193.072908,-0.366646,-1.20991,2.677433
126.6,4180.784629,-4097.255957,3193.34063,-0.367208,-1.20936,2.677004
126.7,4180.74788,-4097.376865,3193.608308,-0.367771,-1.208809,2.676574
126.8,4180.711075,-4097.497719,3193.875944,-0.368332,-1.208258,2.676145
126.9,4180.674214,-4097.618517,3194.143537,-0.368894,-1.207707,2.675716
127,4180.637296,-4097.73926,3194.411088,-0.369456,-1.207156,2.675286
127.1,4180.600322,-4097.859948,3194.678595,-0.370018,-1.206606,2.674857
127.2,4180.563292,-4097.980581,3194.946059,-0.37058,-1.206055,2.674428
127.3,4180.526206,-4098.101159,3195.21348,-0.371142,-1.205504,2.673999
127.4,4180.489064,-4098.221682,3195.480859,-0.371703,-1.204954,2.673569
127.5,4180.451866,-4098.34215,3195.748194,-0.372265,-1.204403,2.67314
127.6,4180.414611,-4098.462563,3196.015487,-0.372827,-1.203853,2.672711
127.7,4180.3773,-4098.582921,3196.282736,-0.373388,-1.203302,2.672281
127.8,4180.339933,-4098.703223,3196.549943,-0.37395,-1.202752,2.671852
127.9,4180.30251,-4098.823471,3196.817107,-0.374511,-1.202201,2.671423
128,4180.265031,-4098.943664,3197.084227,-0.375072,-1.201651,2.670993
128.1,4180.227496,-4099.063801,3197.351305,-0.375634,-1.2011,2.670564
128.2,4180.189904,-4099.183884,3197.61834,-0.376195,-1.20055,2.670135
128.3,4180.152257,-4099.303911,3197.885332,-0.376756,-1.199999,2.669705
128.4,4180.114553,-4099.423883,3198.152281,-0.377317,-1.199449,2.669276
128.5,4180.076793,-4099.543801,3198.419187,-0.377879,-1.198899,2.668847
128.6,4180.038978,-4099.663663,3198.686051,-0.37844,-1.198349,2.668417
128.7,4180.001105,-4099.783471,3198.952871,-0.379001,-1.197798,2.667988
128.8,4179.963177,-4099.903223,3199.219648,-0.379562,-1.197248,2.667559
128.9,4179.925193,-4100.02292,3199.486383,-0.380123,-1.196698,2.667129
129,4179.887153,-4100.142562,3199.753074,-0.380684,-1.196148,2.6667
129.1,4179.849056,-4100.26215,3200.019723,-0.381244,-1.195598,2.666271
129.2,4179.810904,-4100.381682,3200.286328,-0.381805,-1.195047,2.665841
129.3,4179.772695,-4100.501159,3200.552891,-0.382366,-1.194497,2.665412
129.4,4179.734431,-4100.620581,3200.819411,-0.382927,-1.193947,2.664982
129.5,4179.69611,-4100.739949,3201.085887,-0.383487,-1.193397,2.664553
129.6,4179.657733,-4100.859261,3201.352321,-0.384048,-1.192847,2.664124
129.7,4179.619301,-4100.978518,3201.618712,-0.384608,-1.192297,2.663694
129.8,4179.580812,-4101.09772,3201.88506,-0.385169,-1.191747,2.663265
129.9,4179.542267,-4101.216868,3202.151365,-0.385729,-1.191197,2.662836
130,4179.503666,-4101.33596,3202.417627,-0.38629,-1.190647,2.662406
130.1,4179.465009,-4101.454997,3202.683846,-0.38685,-1.190098,2.661977
130.2,4179.426296,-4101.573979,3202.950023,-0.38741,-1.189548,2.661548
130.3,4179.387527,-4101.692907,3203.216156,-0.38797,-1.188998,2.661118
130.4,4179.348702,-4101.811779,3203.482246,-0.388531,-1.188448,2.660689
130.5,4179.309821,-4101.930596,3203.748294,-0.389091,-1.187898,2.66026
130.6,4179.270884,-4102.049359,3204.014298,-0.389651,-1.187349,2.65983
130.7,4179.231891,-4102.168066,3204.28026,-0.390211,-1.186799,2.659401
130.8,4179.192841,-4102.286718,3204.546178,-0.390771,-1.186249,2.658971
130.9,4179.153736,-4102.405316,3204.812054,-0.391331,-1.1857,2.658542
131,4179.114575,-4102.523858,3205.077887,-0.391891,-1.18515,2.658113
131.1,4179.075358,-4102.642346,3205.343677,-0.392451,-1.1846,2.657683
131.2,4179.036085,-4102.760778,3205.609423,-0.39301,-1.184051,2.657254
131.3,4178.996756,-4102.879156,3205.875127,-0.39357,-1.183501,2.656825
131.4,4178.957371,-4102.997479,3206.140788,-0.39413,-1.182952,2.656395
131.5,4178.91793,-4103.115746,3206.406406,-0.394689,-1.182402,2.655966
131.6,4178.878433,-4103.233959,3206.671981,-0.395249,-1.181853,2.655536
131.7,4178.83888,-4103.352117,3206.937514,-0.395809,-1.181303,2.655107
131.8,4178.799271,-4103.47022,3207.203003,-0.396368,-1.180754,2.654678
131.9,4178.759607,-4103.588268,3207.468449,-0.396928,-1.180205,2.654248
132,4178.719886,-4103.706261,3207.733853,-0.397487,-1.179655,2.653819
132.1,4178.680109,-4103.824199,3207.999213,-0.398046,-1.179106,2.653389
132.2,4178.640277,-4103.942082,3208.26453,-0.398606,-1.178557,2.65296
132.3,4178.600388,-4104.05991,3208.529805,-0.399165,-1.178007,2.652531
132.4,4178.560444,-4104.177683,3208.795037,-0.399724,-1.177458,2.652101
132.5,4178.520443,-4104.295402,3209.060225,-0.400283,-1.176909,2.651672
132.6,4178.480387,-4104.413065,3209.325371,-0.400842,-1.17636,2.651242
132.7,4178.440275,-4104.530674,3209.590474,-0.401401,-1.175811,2.650813
132.8,4178.400107,-4104.648227,3209.855533,-0.40196,-1.175262,2.650384
132.9,4178.359883,-4104.765726,3210.12055,-0.402519,-1.174712,2.649954
133,4178.319603,-4104.88317,3210.385524,-0.403078,-1.174163,2.649525
133.1,4178.279267,-4105.000559,3210.650455,-0.403637,-1.173614,2.649095
133.2,4178.238876,-4105.117893,3210.915343,-0.404196,-1.173065,2.648666
133.3,4178.198428,-4105.235172,3211.180189,-0.404755,-1.172516,2.648237
133.4,4178.157925,-4105.352396,3211.444991,-0.405313,-1.171967,2.647807
133.5,4178.117365,-4105.469565,3211.70975,-0.405872,-1.171418,2.647378
133.6,4178.07675,-4105.58668,3211.974466,-0.406431,-1.17087,2.646948
133.7,4178.036079,-4105.703739,3212.23914,-0.406989,-1.170321,2.646519
133.8,4177.995352,-4105.820744,3212.50377,-0.407548,-1.169772,2.646089
133.9,4177.95457,-4105.937694,3212.768358,-0.408106,-1.169223,2.64566
134,4177.913731,-4106.054589,3213.032902,-0.408665,-1.168674,2.645231
134.1,4177.872837,-4106.171429,3213.297404,-0.409223,-1.168125,2.644801
134.2,4177.831887,-4106.288214,3213.561862,-0.409781,-1.167577,2.644372
134.3,4177.790881,-4106.404944,3213.826278,-0.410339,-1.167028,2.643942
134.4,4177.749819,-4106.521619,3214.090651,-0.410898,-1.166479,2.643513
134.5,4177.708701,-4106.63824,3214.354981,-0.411456,-1.165931,2.643083
134.6,4177.667528,-4106.754805,3214.619267,-0.412014,-1.165382,2.642654
134.7,4177.626298,-4106.871316,3214.883511,-0.412572,-1.164833,2.642225
134.8,4177.585013,-4106.987772,3215.147712,-0.41313,-1.164285,2.641795
134.9,4177.543672,-4107.104173,3215.41187,-0.413688,-1.163736,2.641366
135,4177.502276,-4107.220519,3215.675985,-0.414246,-1.163188,2.640936
135.1,4177.460823,-4107.336811,3215.940058,-0.414804,-1.162639,2.640507
135.2,4177.419315,-4107.453047,3216.204087,-0.415362,-1.162091,2.640077
135.3,4177.377751,-4107.569229,3216.468073,-0.415919,-1.161542,2.639648
135.4,4177.336131,-4107.685356,3216.732016,-0.416477,-1.160994,2.639218
135.5,4177.294455,-4107.801428,3216.995917,-0.417035,-1.160445,2.638789
135.6,4177.252724,-4107.917445,3217.259774,-0.417593,-1.159897,2.638359
135.7,4177.210937,-4108.033407,3217.523589,-0.41815,-1.159349,2.63793
135.8,4177.169094,-4108.149314,3217.78736,-0.418708,-1.1588,2.637501
135.9,4177.127195,-4108.265167,3218.051089,-0.419265,-1.158252,2.637071
136,4177.085241,-4108.380965,3218.314774,-0.419823,-1.157704,2.636642
136.1,4177.043231,-4108.496708,3218.578417,-0.42038,-1.157156,2.636212
136.2,4177.001165,-4108.612396,3218.842017,-0.420937,-1.156607,2.635783
136.3,4176.959043,-4108.728029,3219.105574,-0.421495,-1.156059,2.635353
136.4,4176.916866,-4108.843608,3219.369087,-0.422052,-1.155511,2.634924
136.5,4176.874633,-4108.959132,3219.632558,-0.422609,-1.154963,2.634494
136.6,4176.832344,-4109.0746,3219.895986,-0.423166,-1.154415,2.634065
136.7,4176.79,-4109.190015,3220.159371,-0.423723,-1.153867,2.633635
136.8,4176.7476,-4109.305374,3220.422713,-0.42428,-1.153319,2.633206
136.9,4176.705144,-4109.420678,3220.686012,-0.424837,-1.152771,2.632776
137,4176.662632,-4109.535928,3220.949269,-0.425394,-1.152223,2.632347
137.1,4176.620065,-4109.651123,3221.212482,-0.425951,-1.151675,2.631917
137.2,4176.577442,-4109.766263,3221.475652,-0.426508,-1.151127,2.631488
137.3,4176.534763,-4109.881348,3221.738779,-0.427065,-1.150579,2.631058
137.4,4176.492029,-4109.996379,3222.001864,-0.427622,-1.150031,2.630629
137.5,4176.449239,-4110.111354,3222.264905,-0.428178,-1.149483,2.630199
137.6,4176.406393,-4110.226275,3222.527904,-0.428735,-1.148935,2.62977
137.7,4176.363492,-4110.341142,3222.790859,-0.429292,-1.148388,2.62934
137.8,4176.320535,-4110.455953,3223.053772,-0.429848,-1.14784,2.628911
137.9,4176.277522,-4110.57071,3223.316641,-0.430405,-1.147292,2.628481
138,4176.234454,-4110.685411,3223.579468,-0.430961,-1.146744,2.628052
138.1,4176.19133,-4110.800058,3223.842252,-0.431518,-1.146197,2.627622
138.2,4176.14815,-4110.914651,3224.104992,-0.432074,-1.145649,2.627193
138.3,4176.104915,-4111.029188,3224.36769,-0.43263,-1.145101,2.626763
138.4,4176.061624,-4111.143671,3224.630345,-0.433187,-1.144554,2.626334
138.5,4176.018278,-4111.258099,3224.892957,-0.433743,-1.144006,2.625904
138.6,4175.974876,-4111.372472,3225.155526,-0.434299,-1.143459,2.625475
138.7,4175.931418,-4111.486791,3225.418052,-0.434855,-1.142911,2.625045
138.8,4175.887905,-4111.601054,3225.680535,-0.435411,-1.142364,2.624616
138.9,4175.844336,-4111.715263,3225.942975,-0.435967,-1.141816,2.624186
139,4175.800711,-4111.829418,3226.205372,-0.436523,-1.141269,2.623757
139.1,4175.757031,-4111.943517,3226.467726,-0.437079,-1.140721,2.623327
139.2,4175.713296,-4112.057562,3226.730037,-0.437635,-1.140174,2.622897
139.3,4175.669504,-4112.171552,3226.992306,-0.438191,-1.139626,2.622468
139.4,4175.625657,-4112.285487,3227.254531,-0.438747,-1.139079,2.622038
139.5,4175.581755,-4112.399368,3227.516713,-0.439302,-1.138532,2.621609
