Time (EpSec),x (km),y (km),z (km),vx (km/sec),vy (km/sec),vz (km/sec)
341.6,3978.80621,-4233.419724,3668.74765,-1.485655,-0.068165,1.737733
341.7,3978.65762,-4233.426515,3668.921401,-1.486144,-0.067645,1.737282
341.8,3978.508981,-4233.433253,3669.095107,-1.486633,-0.067125,1.736831
341.9,3978.360293,-4233.43994,3669.268767,-1.487122,-0.066605,1.736381
342,3978.211556,-4233.446574,3669.442383,-1.487611,-0.066085,1.73593
342.1,3978.062771,-4233.453157,3669.615953,-1.4881,-0.065564,1.735479
342.2,3977.913936,-4233.459687,3669.789479,-1.488588,-0.065044,1.735028
342.3,3977.765053,-4233.466166,3669.962959,-1.489077,-0.064524,1.734577
342.4,3977.616121,-4233.472592,3670.136394,-1.489566,-0.064004,1.734126
342.5,3977.46714,-4233.478967,3670.309784,-1.490055,-0.063484,1.733675
342.6,3977.31811,-4233.485289,3670.483129,-1.490543,-0.062964,1.733224
342.7,3977.169031,-4233.491559,3670.656429,-1.491032,-0.062443,1.732773
342.8,3977.019904,-4233.497778,3670.829684,-1.491521,-0.061923,1.732322
342.9,3976.870727,-4233.503944,3671.002893,-1.492009,-0.061403,1.731871
343,3976.721502,-4233.510058,3671.176058,-1.492498,-0.060883,1.73142
343.1,3976.572228,-4233.51612,3671.349177,-1.492986,-0.060363,1.730969
343.2,3976.422905,-4233.522131,3671.522252,-1.493475,-0.059843,1.730518
343.3,3976.273533,-4233.528089,3671.695281,-1.493963,-0.059323,1.730067
343.4,3976.124112,-4233.533995,3671.868265,-1.494452,-0.058802,1.729616
343.5,3975.974642,-4233.539849,3672.041204,-1.49494,-0.058282,1.729165
343.6,3975.825124,-4233.545652,3672.214098,-1.495429,-0.057762,1.728713
343.7,3975.675557,-4233.551402,3672.386947,-1.495917,-0.057242,1.728262
343.8,3975.52594,-4233.5571,3672.55975,-1.496406,-0.056722,1.727811
343.9,3975.376275,-4233.562746,3672.732509,-1.496894,-0.056202,1.72736
344,3975.226562,-4233.56834,3672.905222,-1.497383,-0.055682,1.726909
344.1,3975.076799,-4233.573883,3673.077891,-1.497871,-0.055161,1.726457
344.2,3974.926987,-4233.579373,3673.250514,-1.498359,-0.054641,1.726006
344.3,3974.777127,-4233.584811,3673.423092,-1.498848,-0.054121,1.725555
344.4,3974.627218,-4233.590197,3673.595625,-1.499336,-0.053601,1.725103
344.5,3974.47726,-4233.595531,3673.768113,-1.499824,-0.053081,1.724652
344.6,3974.327253,-4233.600813,3673.940555,-1.500313,-0.052561,1.724201
344.7,3974.177197,-4233.606043,3674.112953,-1.500801,-0.052041,1.723749
344.8,3974.027093,-4233.611221,3674.285305,-1.501289,-0.051521,1.723298
344.9,3973.876939,-4233.616347,3674.457612,-1.501777,-0.051,1.722847
345,3973.726737,-4233.621421,3674.629874,-1.502266,-0.05048,1.722395
345.1,3973.576486,-4233.626443,3674.802091,-1.502754,-0.04996,1.721944
345.2,3973.426186,-4233.631413,3674.974263,-1.503242,-0.04944,1.721492
345.3,3973.275838,-4233.636331,3675.14639,-1.50373,-0.04892,1.721041
345.4,3973.12544,-4233.641197,3675.318471,-1.504218,-0.0484,1.720589
345.5,3972.974994,-4233.646011,3675.490508,-1.504706,-0.04788,1.720138
345.6,3972.824499,-4233.650773,3675.662499,-1.505194,-0.04736,1.719686
345.7,3972.673955,-4233.655483,3675.834445,-1.505682,-0.04684,1.719235
345.8,3972.523363,-4233.660141,3676.006346,-1.50617,-0.046319,1.718783
345.9,3972.372721,-4233.664747,3676.178202,-1.506659,-0.045799,1.718331
346,3972.222031,-4233.669301,3676.350012,-1.507147,-0.045279,1.71788
346.1,3972.071292,-4233.673803,3676.521778,-1.507634,-0.044759,1.717428
346.2,3971.920504,-4233.678253,3676.693498,-1.508122,-0.044239,1.716976
346.3,3971.769667,-4233.682651,3676.865173,-1.50861,-0.043719,1.716525
346.4,3971.618782,-4233.686997,3677.036803,-1.509098,-0.043199,1.716073
346.5,3971.467848,-4233.691291,3677.208387,-1.509586,-0.042679,1.715621
346.6,3971.316865,-4233.695533,3677.379927,-1.510074,-0.042159,1.71517
346.7,3971.165833,-4233.699722,3677.551421,-1.510562,-0.041638,1.714718
346.8,3971.014752,-4233.70386,3677.72287,-1.51105,-0.041118,1.714266
346.9,3970.863623,-4233.707946,3677.894275,-1.511538,-0.040598,1.713814
347,3970.712445,-4233.71198,3678.065633,-1.512025,-0.040078,1.713362
347.1,3970.561218,-4233.715962,3678.236947,-1.512513,-0.039558,1.712911
347.2,3970.409942,-4233.719892,3678.408215,-1.513001,-0.039038,1.712459
347.3,3970.258618,-4233.723769,3678.579439,-1.513489,-0.038518,1.712007
347.4,3970.107244,-4233.727595,3678.750617,-1.513976,-0.037998,1.711555
347.5,3969.955822,-4233.731369,3678.92175,-1.514464,-0.037478,1.711103
347.6,3969.804352,-4233.735091,3679.092837,-1.514952,-0.036958,1.710651
347.7,3969.652832,-4233.73876,3679.26388,-1.515439,-0.036438,1.710199
347.8,3969.501264,-4233.742378,3679.434877,-1.515927,-0.035917,1.709747
347.9,3969.349647,-4233.745944,3679.605829,-1.516415,-0.035397,1.709295
348,3969.197981,-4233.749458,3679.776736,-1.516902,-0.034877,1.708843
348.1,3969.046266,-4233.752919,3679.947598,-1.51739,-0.034357,1.708391
348.2,3968.894503,-4233.756329,3680.118414,-1.517877,-0.033837,1.707939
348.3,3968.742691,-4233.759687,3680.289186,-1.518365,-0.033317,1.707487
348.4,3968.59083,-4233.762992,3680.459912,-1.518852,-0.032797,1.707035
348.5,3968.43892,-4233.766246,3680.630593,-1.51934,-0.032277,1.706583
348.6,3968.286962,-4233.769448,3680.801228,-1.519827,-0.031757,1.70613
348.7,3968.134955,-4233.772598,3680.971819,-1.520315,-0.031237,1.705678
348.8,3967.982899,-4233.775695,3681.142364,-1.520802,-0.030717,1.705226
348.9,3967.830794,-4233.778741,3681.312864,-1.52129,-0.030197,1.704774
349,3967.678641,-4233.781734,3681.483319,-1.521777,-0.029676,1.704322
349.1,3967.526439,-4233.784676,3681.653728,-1.522265,-0.029156,1.703869
349.2,3967.374188,-4233.787566,3681.824093,-1.522752,-0.028636,1.703417
349.3,3967.221889,-4233.790403,3681.994412,-1.523239,-0.028116,1.702965
349.4,3967.06954,-4233.793189,3682.164686,-1.523727,-0.027596,1.702513
349.5,3966.917143,-4233.795923,3682.334914,-1.524214,-0.027076,1.70206
349.6,3966.764698,-4233.798604,3682.505098,-1.524701,-0.026556,1.701608
349.7,3966.612203,-4233.801234,3682.675236,-1.525188,-0.026036,1.701156
349.8,3966.45966,-4233.803811,3682.845329,-1.525676,-0.025516,1.700703
349.9,3966.307068,-4233.806337,3683.015376,-1.526163,-0.024996,1.700251
350,3966.154427,-4233.808811,3683.185379,-1.52665,-0.024476,1.699798
350.1,3966.001738,-4233.811232,3683.355336,-1.527137,-0.023956,1.699346
350.2,3965.849,-4233.813602,3683.525248,-1.527624,-0.023436,1.698893
350.3,3965.696213,-4233.815919,3683.695115,-1.528112,-0.022916,1.698441
350.4,3965.543378,-4233.818185,3683.864936,-1.528599,-0.022395,1.697988
350.5,3965.390493,-4233.820398,3684.034712,-1.529086,-0.021875,1.697536
350.6,3965.23756,-4233.82256,3684.204443,-1.529573,-0.021355,1.697083
350.7,3965.084579,-4233.824669,3684.374129,-1.53006,-0.020835,1.696631
350.8,3964.931548,-4233.826727,3684.54377,-1.530547,-0.020315,1.696178
350.9,3964.778469,-4233.828733,3684.713365,-1.531034,-0.019795,1.695726
351,3964.625342,-4233.830686,3684.882915,-1.531521,-0.019275,1.695273
351.1,3964.472165,-4233.832588,3685.052419,-1.532008,-0.018755,1.69482
351.2,3964.31894,-4233.834437,3685.221879,-1.532495,-0.018235,1.694368
351.3,3964.165666,-4233.836235,3685.391293,-1.532982,-0.017715,1.693915
351.4,3964.012344,-4233.83798,3685.560662,-1.533469,-0.017195,1.693462
351.5,3963.858972,-4233.839673,3685.729985,-1.533956,-0.016675,1.69301
351.6,3963.705553,-4233.841315,3685.899264,-1.534443,-0.016155,1.692557
351.7,3963.552084,-4233.842904,3686.068497,-1.534929,-0.015635,1.692104
351.8,3963.398567,-4233.844442,3686.237685,-1.535416,-0.015115,1.691651
351.9,3963.245001,-4233.845927,3686.406827,-1.535903,-0.014595,1.691199
352,3963.091386,-4233.847361,3686.575924,-1.53639,-0.014074,1.690746
352.1,3962.937723,-4233.848742,3686.744976,-1.536877,-0.013554,1.690293
352.2,3962.784011,-4233.850072,3686.913983,-1.537363,-0.013034,1.68984
352.3,3962.63025,-4233.851349,3687.082944,-1.53785,-0.012514,1.689387
352.4,3962.476441,-4233.852575,3687.25186,-1.538337,-0.011994,1.688934
352.5,3962.322583,-4233.853748,3687.420731,-1.538824,-0.011474,1.688481
352.6,3962.168676,-4233.854869,3687.589556,-1.53931,-0.010954,1.688028
352.7,3962.014721,-4233.855939,3687.758337,-1.539797,-0.010434,1.687575
352.8,3961.860716,-4233.856956,3687.927072,-1.540284,-0.009914,1.687122
352.9,3961.706664,-4233.857922,3688.095761,-1.54077,-0.009394,1.686669
353,3961.552562,-4233.858835,3688.264405,-1.541257,-0.008874,1.686216
353.1,3961.398412,-4233.859696,3688.433004,-1.541744,-0.008354,1.685763
353.2,3961.244214,-4233.860506,3688.601558,-1.54223,-0.007834,1.68531
353.3,3961.089966,-4233.861263,3688.770066,-1.542717,-0.007314,1.684857
353.4,3960.93567,-4233.861969,3688.93853,-1.543203,-0.006794,1.684404
353.5,3960.781326,-4233.862622,3689.106947,-1.54369,-0.006274,1.683951
353.6,3960.626932,-4233.863223,3689.27532,-1.544176,-0.005754,1.683498
353.7,3960.47249,-4233.863773,3689.443647,-1.544663,-0.005234,1.683045
353.8,3960.318,-4233.86427,3689.611929,-1.545149,-0.004714,1.682591
353.9,3960.163461,-4233.864715,3689.780165,-1.545636,-0.004193,1.682138
354,3960.008873,-4233.865109,3689.948356,-1.546122,-0.003673,1.681685
354.1,3959.854236,-4233.86545,3690.116502,-1.546608,-0.003153,1.681232
354.2,3959.699551,-4233.865739,3690.284603,-1.547095,-0.002633,1.680778
354.3,3959.544817,-4233.865977,3690.452658,-1.547581,-0.002113,1.680325
354.4,3959.390035,-4233.866162,3690.620668,-1.548068,-0.001593,1.679872
354.5,3959.235204,-4233.866295,3690.788632,-1.548554,-0.001073,1.679419
354.6,3959.080324,-4233.866377,3690.956551,-1.54904,-0.000553,1.678965
354.7,3958.925396,-4233.866406,3691.124425,-1.549526,-0.000033,1.678512
354.8,3958.770419,-4233.866383,3691.292254,-1.550013,0.000487,1.678058
354.9,3958.615393,-4233.866309,3691.460037,-1.550499,0.001007,1.677605
355,3958.460319,-4233.866182,3691.627775,-1.550985,0.001527,1.677152
355.1,3958.305196,-4233.866003,3691.795467,-1.551471,0.002047,1.676698
355.2,3958.150025,-4233.865773,3691.963114,-1.551958,0.002567,1.676245
355.3,3957.994805,-4233.86549,3692.130716,-1.552444,0.003087,1.675791
355.4,3957.839536,-4233.865155,3692.298273,-1.55293,0.003607,1.675338
355.5,3957.684219,-4233.864768,3692.465784,-1.553416,0.004127,1.674884
355.6,3957.528853,-4233.86433,3692.633249,-1.553902,0.004647,1.674431
355.7,3957.373438,-4233.863839,3692.80067,-1.554388,0.005167,1.673977
355.8,3957.217975,-4233.863296,3692.968045,-1.554874,0.005687,1.673523
355.9,3957.062463,-4233.862701,3693.135374,-1.55536,0.006207,1.67307
356,3956.906903,-4233.862055,3693.302659,-1.555846,0.006728,1.672616
356.1,3956.751294,-4233.861356,3693.469898,-1.556332,0.007248,1.672162
356.2,3956.595637,-4233.860605,3693.637091,-1.556818,0.007768,1.671709
356.3,3956.43993,-4233.859802,3693.804239,-1.557304,0.008288,1.671255
356.4,3956.284176,-4233.858948,3693.971342,-1.55779,0.008808,1.670801
356.5,3956.128372,-4233.858041,3694.1384,-1.558276,0.009328,1.670348
356.6,3955.97252,-4233.857082,3694.305412,-1.558762,0.009848,1.669894
356.7,3955.81662,-4233.856071,3694.472378,-1.559248,0.010368,1.66944
356.8,3955.660671,-4233.855009,3694.6393,-1.559734,0.010888,1.668986
356.9,3955.504673,-4233.853894,3694.806176,-1.56022,0.011408,1.668532
357,3955.348627,-4233.852727,3694.973006,-1.560706,0.011928,1.668079
357.1,3955.192532,-4233.851508,3695.139791,-1.561192,0.012448,1.667625
357.2,3955.036389,-4233.850237,3695.306531,-1.561677,0.012968,1.667171
357.3,3954.880197,-4233.848915,3695.473226,-1.562163,0.013488,1.666717
357.4,3954.723956,-4233.84754,3695.639875,-1.562649,0.014008,1.666263
357.5,3954.567667,-4233.846113,3695.806478,-1.563135,0.014528,1.665809
357.6,3954.411329,-4233.844634,3695.973036,-1.56362,0.015048,1.665355
357.7,3954.254943,-4233.843103,3696.139549,-1.564106,0.015568,1.664901
357.8,3954.098508,-4233.84152,3696.306017,-1.564592,0.016088,1.664447
357.9,3953.942024,-4233.839886,3696.472439,-1.565077,0.016608,1.663993
358,3953.785492,-4233.838199,3696.638815,-1.565563,0.017128,1.663539
358.1,3953.628912,-4233.83646,3696.805146,-1.566049,0.017648,1.663085
358.2,3953.472282,-4233.834669,3696.971432,-1.566534,0.018169,1.662631
358.3,3953.315605,-4233.832826,3697.137673,-1.56702,0.018689,1.662177
358.4,3953.158878,-4233.830931,3697.303867,-1.567506,0.019209,1.661723
358.5,3953.002104,-4233.828984,3697.470017,-1.567991,0.019729,1.661268
358.6,3952.84528,-4233.826986,3697.636121,-1.568477,0.020249,1.660814
358.7,3952.688408,-4233.824935,3697.80218,-1.568962,0.020769,1.66036
358.8,3952.531488,-4233.822832,3697.968193,-1.569448,0.021289,1.659906
358.9,3952.374519,-4233.820677,3698.134161,-1.569933,0.021809,1.659452
359,3952.217501,-4233.81847,3698.300084,-1.570419,0.022329,1.658997
359.1,3952.060435,-4233.816211,3698.465961,-1.570904,0.022849,1.658543
359.2,3951.90332,-4233.8139,3698.631792,-1.57139,0.023369,1.658089
359.3,3951.746157,-4233.811537,3698.797578,-1.571875,0.023889,1.657634
359.4,3951.588945,-4233.809122,3698.963319,-1.57236,0.024409,1.65718
359.5,3951.431685,-4233.806656,3699.129014,-1.572846,0.024929,1.656726
359.6,3951.274376,-4233.804137,3699.294664,-1.573331,0.025449,1.656271
359.7,3951.117019,-4233.801566,3699.460269,-1.573816,0.025969,1.655817
359.8,3950.959613,-4233.798943,3699.625828,-1.574302,0.026489,1.655363
359.9,3950.802158,-4233.796268,3699.791341,-1.574787,0.027009,1.654908
360,3950.644656,-4233.793541,3699.956809,-1.575272,0.027529,1.654454
360.1,3950.487104,-4233.790762,3700.122232,-1.575758,0.028049,1.653999
360.2,3950.329504,-4233.787931,3700.287609,-1.576243,0.02857,1.653545
360.3,3950.171855,-4233.785048,3700.452941,-1.576728,0.02909,1.65309
360.4,3950.014158,-4233.782113,3700.618227,-1.577213,0.02961,1.652636
360.5,3949.856413,-4233.779126,3700.783468,-1.577698,0.03013,1.652181
360.6,3949.698619,-4233.776087,3700.948663,-1.578184,0.03065,1.651726
360.7,3949.540776,-4233.772996,3701.113813,-1.578669,0.03117,1.651272
360.8,3949.382885,-4233.769853,3701.278918,-1.579154,0.03169,1.650817
360.9,3949.224945,-4233.766658,3701.443976,-1.579639,0.03221,1.650362
361,3949.066957,-4233.763411,3701.60899,-1.580124,0.03273,1.649908
361.1,3948.90892,-4233.760112,3701.773958,-1.580609,0.03325,1.649453
361.2,3948.750835,-4233.756761,3701.938881,-1.581094,0.03377,1.648998
361.3,3948.592702,-4233.753358,3702.103758,-1.581579,0.03429,1.648544
361.4,3948.434519,-4233.749903,3702.268589,-1.582064,0.03481,1.648089
361.5,3948.276289,-4233.746396,3702.433375,-1.582549,0.03533,1.647634
361.6,3948.11801,-4233.742837,3702.598116,-1.583034,0.03585,1.647179
361.7,3947.959682,-4233.739226,3702.762811,-1.583519,0.03637,1.646724
361.8,3947.801306,-4233.735563,3702.927461,-1.584004,0.03689,1.64627
361.9,3947.642881,-4233.731848,3703.092065,-1.584489,0.03741,1.645815
362,3947.484408,-4233.728081,3703.256624,-1.584974,0.037931,1.64536
362.1,3947.325886,-4233.724262,3703.421137,-1.585459,0.038451,1.644905
362.2,3947.167316,-4233.720391,3703.585605,-1.585944,0.038971,1.64445
362.3,3947.008697,-4233.716468,3703.750027,-1.586429,0.039491,1.643995
362.4,3946.85003,-4233.712493,3703.914404,-1.586914,0.040011,1.64354
362.5,3946.691315,-4233.708466,3704.078735,-1.587398,0.040531,1.643085
362.6,3946.532551,-4233.704387,3704.243021,-1.587883,0.041051,1.64263
362.7,3946.373738,-4233.700255,3704.407261,-1.588368,0.041571,1.642175
362.8,3946.214877,-4233.696072,3704.571456,-1.588853,0.042091,1.64172
362.9,3946.055968,-4233.691837,3704.735605,-1.589337,0.042611,1.641265
363,3945.89701,-4233.68755,3704.899709,-1.589822,0.043131,1.64081
363.1,3945.738003,-4233.683211,3705.063767,-1.590307,0.043651,1.640355
363.2,3945.578948,-4233.67882,3705.22778,-1.590792,0.044171,1.639899
363.3,3945.419845,-4233.674377,3705.391747,-1.591276,0.044691,1.639444
363.4,3945.260693,-4233.669882,3705.555669,-1.591761,0.045211,1.638989
363.5,3945.101493,-4233.665334,3705.719545,-1.592245,0.045732,1.638534
363.6,3944.942244,-4233.660735,3705.883375,-1.59273,0.046252,1.638079
363.7,3944.782947,-4233.656084,3706.047161,-1.593215,0.046772,1.637623
363.8,3944.623601,-4233.651381,3706.2109,-1.593699,0.047292,1.637168
363.9,3944.464207,-4233.646626,3706.374594,-1.594184,0.047812,1.636713
364,3944.304764,-4233.641819,3706.538243,-1.594668,0.048332,1.636258
364.1,3944.145273,-4233.636959,3706.701846,-1.595153,0.048852,1.635802
364.2,3943.985734,-4233.632048,3706.865403,-1.595637,0.049372,1.635347
364.3,3943.826146,-4233.627085,3707.028915,-1.596122,0.049892,1.634891
364.4,3943.666509,-4233.62207,3707.192381,-1.596606,0.050412,1.634436
364.5,3943.506824,-4233.617003,3707.355802,-1.597091,0.050932,1.633981
364.6,3943.347091,-4233.611883,3707.519178,-1.597575,0.051452,1.633525
364.7,3943.187309,-4233.606712,3707.682507,-1.59806,0.051972,1.63307
364.8,3943.027479,-4233.601489,3707.845792,-1.598544,0.052493,1.632614
364.9,3942.867601,-4233.596214,3708.00903,-1.599028,0.053013,1.632159
365,3942.707673,-4233.590886,3708.172223,-1.599513,0.053533,1.631703
365.1,3942.547698,-4233.585507,3708.335371,-1.599997,0.054053,1.631248
365.2,3942.387674,-4233.580076,3708.498473,-1.600481,0.054573,1.630792
365.3,3942.227602,-4233.574592,3708.661529,-1.600966,0.055093,1.630337
365.4,3942.067481,-4233.569057,3708.82454,-1.60145,0.055613,1.629881
365.5,3941.907312,-4233.56347,3708.987505,-1.601934,0.056133,1.629425
365.6,3941.747094,-4233.557831,3709.150425,-1.602419,0.056653,1.62897
365.7,3941.586828,-4233.552139,3709.313299,-1.602903,0.057173,1.628514
365.8,3941.426513,-4233.546396,3709.476128,-1.603387,0.057693,1.628058
365.9,3941.266151,-4233.5406,3709.638911,-1.603871,0.058214,1.627603
366,3941.105739,-4233.534753,3709.801648,-1.604355,0.058734,1.627147
366.1,3940.945279,-4233.528854,3709.96434,-1.60484,0.059254,1.626691
366.2,3940.784771,-4233.522902,3710.126987,-1.605324,0.059774,1.626235
366.3,3940.624215,-4233.516899,3710.289587,-1.605808,0.060294,1.625779
366.4,3940.46361,-4233.510844,3710.452143,-1.606292,0.060814,1.625324
366.5,3940.302956,-4233.504736,3710.614652,-1.606776,0.061334,1.624868
366.6,3940.142255,-4233.498577,3710.777116,-1.60726,0.061854,1.624412
366.7,3939.981504,-4233.492365,3710.939534,-1.607744,0.062374,1.623956
366.8,3939.820706,-4233.486102,3711.101907,-1.608228,0.062894,1.6235
366.9,3939.659859,-4233.479786,3711.264234,-1.608712,0.063415,1.623044
367,3939.498963,-4233.473419,3711.426516,-1.609196,0.063935,1.622588
367.1,3939.338019,-4233.467,3711.588752,-1.60968,0.064455,1.622132
367.2,3939.177027,-4233.460528,3711.750943,-1.610164,0.064975,1.621676
367.3,3939.015987,-4233.454005,3711.913087,-1.610648,0.065495,1.62122
367.4,3938.854898,-4233.447429,3712.075187,-1.611132,0.066015,1.620764
367.5,3938.69376,-4233.440802,3712.23724,-1.611616,0.066535,1.620308
367.6,3938.532574,-4233.434122,3712.399248,-1.6121,0.067055,1.619852
367.7,3938.37134,-4233.42739,3712.561211,-1.612584,0.067575,1.619396
367.8,3938.210058,-4233.420607,3712.723127,-1.613068,0.068096,1.61894
367.9,3938.048727,-4233.413771,3712.884999,-1.613551,0.068616,1.618484
368,3937.887347,-4233.406884,3713.046824,-1.614035,0.069136,1.618027
368.1,3937.72592,-4233.399944,3713.208604,-1.614519,0.069656,1.617571
368.2,3937.564444,-4233.392953,3713.370338,-1.615003,0.070176,1.617115
368.3,3937.402919,-4233.385909,3713.532027,-1.615487,0.070696,1.616659
368.4,3937.241346,-4233.378813,3713.69367,-1.61597,0.071216,1.616202
368.5,3937.079725,-4233.371666,3713.855267,-1.616454,0.071736,1.615746
368.6,3936.918055,-4233.364466,3714.016819,-1.616938,0.072256,1.61529
368.7,3936.756338,-4233.357214,3714.178325,-1.617421,0.072777,1.614834
368.8,3936.594571,-4233.349911,3714.339786,-1.617905,0.073297,1.614377
368.9,3936.432756,-4233.342555,3714.501201,-1.618389,0.073817,1.613921
369,3936.270893,-4233.335147,3714.66257,-1.618872,0.074337,1.613464
369.1,3936.108982,-4233.327688,3714.823894,-1.619356,0.074857,1.613008
369.2,3935.947022,-4233.320176,3714.985172,-1.61984,0.075377,1.612552
369.3,3935.785014,-4233.312612,3715.146404,-1.620323,0.075897,1.612095
369.4,3935.622958,-4233.304997,3715.307591,-1.620807,0.076418,1.611639
369.5,3935.460853,-4233.297329,3715.468732,-1.62129,0.076938,1.611182
369.6,3935.2987,-4233.289609,3715.629827,-1.621774,0.077458,1.610726
369.7,3935.136498,-4233.281837,3715.790877,-1.622257,0.077978,1.610269
369.8,3934.974248,-4233.274013,3715.951881,-1.622741,0.078498,1.609812
369.9,3934.81195,-4233.266138,3716.112839,-1.623224,0.079018,1.609356
370,3934.649603,-4233.25821,3716.273752,-1.623708,0.079538,1.608899
370.1,3934.487208,-4233.25023,3716.434619,-1.624191,0.080059,1.608443
370.2,3934.324765,-4233.242198,3716.595441,-1.624675,0.080579,1.607986
370.3,3934.162273,-4233.234114,3716.756216,-1.625158,0.081099,1.607529
370.4,3933.999733,-4233.225978,3716.916947,-1.625642,0.081619,1.607073
370.5,3933.837145,-4233.21779,3717.077631,-1.626125,0.082139,1.606616
370.6,3933.674508,-4233.20955,3717.23827,-1.626608,0.082659,1.606159
370.7,3933.511823,-4233.201259,3717.398863,-1.627092,0.083179,1.605702
370.8,3933.34909,-4233.192915,3717.55941,-1.627575,0.0837,1.605246
370.9,3933.186308,-4233.184519,3717.719912,-1.628058,0.08422,1.604789
371,3933.023478,-4233.176071,3717.880368,-1.628542,0.08474,1.604332
371.1,3932.8606,-4233.167571,3718.040778,-1.629025,0.08526,1.603875
371.2,3932.697673,-4233.159019,3718.201143,-1.629508,0.08578,1.603418
371.3,3932.534698,-4233.150415,3718.361462,-1.629991,0.0863,1.602961
371.4,3932.371675,-4233.141759,3718.521735,-1.630475,0.086821,1.602504
371.5,3932.208603,-4233.13305,3718.681963,-1.630958,0.087341,1.602047
371.6,3932.045484,-4233.12429,3718.842145,-1.631441,0.087861,1.60159
371.7,3931.882315,-4233.115478,3719.002281,-1.631924,0.088381,1.601134
371.8,3931.719099,-4233.106614,3719.162371,-1.632407,0.088901,1.600676
371.9,3931.555834,-4233.097698,3719.322416,-1.63289,0.089421,1.600219
372,3931.392521,-4233.08873,3719.482415,-1.633373,0.089942,1.599762
372.1,3931.229159,-4233.07971,3719.642369,-1.633857,0.090462,1.599305
372.2,3931.065749,-4233.070638,3719.802276,-1.63434,0.090982,1.598848
372.3,3930.902291,-4233.061513,3719.962138,-1.634823,0.091502,1.598391
372.4,3930.738785,-4233.052337,3720.121955,-1.635306,0.092022,1.597934
372.5,3930.57523,-4233.043109,3720.281725,-1.635789,0.092543,1.597477
372.6,3930.411627,-4233.033829,3720.44145,-1.636272,0.093063,1.59702
372.7,3930.247976,-4233.024496,3720.601129,-1.636755,0.093583,1.596562
372.8,3930.084276,-4233.015112,3720.760762,-1.637238,0.094103,1.596105
372.9,3929.920528,-4233.005676,3720.92035,-1.637721,0.094623,1.595648
373,3929.756732,-4232.996187,3721.079892,-1.638204,0.095143,1.595191
373.1,3929.592887,-4232.986647,3721.239388,-1.638687,0.095664,1.594733
373.2,3929.428995,-4232.977055,3721.398839,-1.639169,0.096184,1.594276
373.3,3929.265054,-4232.96741,3721.558243,-1.639652,0.096704,1.593819
373.4,3929.101064,-4232.957714,3721.717602,-1.640135,0.097224,1.593361
373.5,3928.937027,-4232.947965,3721.876916,-1.640618,0.097744,1.592904
373.6,3928.772941,-4232.938165,3722.036183,-1.641101,0.098265,1.592447
373.7,3928.608806,-4232.928312,3722.195405,-1.641584,0.098785,1.591989
373.8,3928.444624,-4232.918408,3722.354581,-1.642067,0.099305,1.591532
373.9,3928.280393,-4232.908451,3722.513711,-1.642549,0.099825,1.591074
374,3928.116114,-4232.898443,3722.672796,-1.643032,0.100346,1.590617
374.1,3927.951787,-4232.888382,3722.831835,-1.643515,0.100866,1.590159
374.2,3927.787411,-4232.87827,3722.990828,-1.643998,0.101386,1.589702
374.3,3927.622987,-4232.868105,3723.149775,-1.64448,0.101906,1.589244
374.4,3927.458515,-4232.857888,3723.308677,-1.644963,0.102426,1.588786
374.5,3927.293995,-4232.84762,3723.467532,-1.645446,0.102947,1.588329
374.6,3927.129426,-4232.837299,3723.626342,-1.645928,0.103467,1.587871
374.7,3926.964809,-4232.826926,3723.785107,-1.646411,0.103987,1.587414
374.8,3926.800144,-4232.816502,3723.943825,-1.646894,0.104507,1.586956
374.9,3926.63543,-4232.806025,3724.102498,-1.647376,0.105028,1.586498
375,3926.470668,-4232.795496,3724.261125,-1.647859,0.105548,1.58604
375.1,3926.305858,-4232.784915,3724.419706,-1.648341,0.106068,1.585583
375.2,3926.141,-4232.774283,3724.578241,-1.648824,0.106588,1.585125
375.3,3925.976094,-4232.763598,3724.736731,-1.649306,0.107108,1.584667
375.4,3925.811139,-4232.752861,3724.895175,-1.649789,0.107629,1.584209
375.5,3925.646136,-4232.742072,3725.053573,-1.650271,0.108149,1.583752
375.6,3925.481085,-4232.731231,3725.211925,-1.650754,0.108669,1.583294
375.7,3925.315985,-4232.720338,3725.370231,-1.651236,0.109189,1.582836
375.8,3925.150837,-4232.709393,3725.528492,-1.651719,0.10971,1.582378
375.9,3924.985641,-4232.698396,3725.686707,-1.652201,0.11023,1.58192
376,3924.820397,-4232.687347,3725.844876,-1.652684,0.11075,1.581462
376.1,3924.655104,-4232.676246,3726.002999,-1.653166,0.11127,1.581004
376.2,3924.489764,-4232.665093,3726.161077,-1.653649,0.111791,1.580546
376.3,3924.324375,-4232.653888,3726.319109,-1.654131,0.112311,1.580088
376.4,3924.158938,-4232.642631,3726.477095,-1.654613,0.112831,1.57963
376.5,3923.993452,-4232.631322,3726.635035,-1.655096,0.113352,1.579172
376.6,3923.827918,-4232.619961,3726.792929,-1.655578,0.113872,1.578714
376.7,3923.662337,-4232.608547,3726.950777,-1.65606,0.114392,1.578256
376.8,3923.496706,-4232.597082,3727.10858,-1.656543,0.114912,1.577798
376.9,3923.331028,-4232.585565,3727.266337,-1.657025,0.115433,1.57734
377,3923.165301,-4232.573996,3727.424048,-1.657507,0.115953,1.576881
377.1,3922.999527,-4232.562374,3727.581713,-1.657989,0.116473,1.576423
